booking_id,booking_date,check_in_date,channel_id,rate_code_id,rooms_sold,gross_room_revenue,status,is_commissionable,default_commission_rate,commission_amount,net_room_revenue
BK_01041,21/5/2026,1/8/2026,CH_WHOLE,PROMO,1,412.31,Confirmed,TRUE,0,0,412.31
BK_01042,26/9/2025,4/11/2025,CH_WHOLE,RACK,3,1079.05,Cancelled,TRUE,0,0,1079.05
BK_01043,4/3/2026,27/3/2026,CH_WHOLE,PROMO,1,130.13,Cancelled,TRUE,0,0,130.13
BK_01044,20/5/2026,29/5/2026,CH_DIRECT,NET,3,789.45,Cancelled,FALSE,0,0,789.45
BK_01045,6/10/2026,2/1/2027,CH_WHOLE,RACK,2,590.52,Checked-Out,TRUE,0,0,590.52
BK_01046,18/1/2025,21/2/2025,CH_OTA_EXP,RACK,1,214.27,Checked-Out,TRUE,0.15,32.1405,182.1295
BK_01047,19/5/2025,4/7/2025,CH_OTA_EXP,RACK,2,463.38,Checked-Out,TRUE,0.15,69.507,393.873
BK_01048,31/12/2025,7/1/2026,CH_DIRECT,CORP,3,1045.07,Confirmed,TRUE,0,0,1045.07
BK_01049,11/6/2026,6/7/2026,CH_OTA_EXP,RACK,3,1188.31,Checked-Out,TRUE,0.15,178.2465,1010.0635
BK_01050,27/11/2025,7/1/2026,CH_DIRECT,CORP,3,1119.44,Cancelled,TRUE,0,0,1119.44
BK_01051,9/4/2025,17/6/2025,CH_DIRECT,PROMO,1,137.52,Cancelled,TRUE,0,0,137.52
BK_01052,17/1/2026,21/3/2026,CH_WHOLE,CORP,1,123.02,Confirmed,TRUE,0,0,123.02
BK_01053,31/5/2026,29/6/2026,CH_OTA_EXP,RACK,2,546.81,Confirmed,TRUE,0.15,82.0215,464.7885
BK_01054,30/4/2025,17/5/2025,CH_OTA_BKG,NET,2,421.72,Cancelled,FALSE,0.18,0,421.72
BK_01055,23/5/2025,19/7/2025,CH_DIRECT,PROMO,3,623.9,Checked-Out,TRUE,0,0,623.9
BK_01056,2/5/2025,31/5/2025,CH_OTA_EXP,PROMO,3,525.48,Confirmed,TRUE,0.15,78.822,446.658
BK_01057,3/8/2025,20/8/2025,CH_OTA_BKG,NET,3,1201.41,Confirmed,FALSE,0.18,0,1201.41
BK_01058,21/3/2025,24/3/2025,CH_WHOLE,NET,1,162.47,Confirmed,FALSE,0,0,162.47
BK_01059,7/11/2026,12/1/2027,CH_OTA_BKG,NET,1,461.58,Confirmed,FALSE,0.18,0,461.58
BK_01060,9/3/2025,17/4/2025,CH_OTA_BKG,RACK,1,466.44,Confirmed,TRUE,0.18,83.9592,382.4808
BK_01061,25/8/2026,20/9/2026,CH_OTA_EXP,CORP,1,118.13,Checked-Out,TRUE,0.15,17.7195,100.4105
BK_01062,12/10/2025,26/12/2025,CH_DIRECT,CORP,1,439.16,Checked-Out,TRUE,0,0,439.16
BK_01063,20/9/2026,21/10/2026,CH_OTA_BKG,RACK,3,1201.69,Checked-Out,TRUE,0.18,216.3042,985.3858
BK_01064,11/8/2025,5/9/2025,CH_DIRECT,PROMO,3,245.45,Checked-Out,TRUE,0,0,245.45
BK_01065,12/4/2025,10/5/2025,CH_WHOLE,CORP,3,982.62,Cancelled,TRUE,0,0,982.62
BK_01066,21/11/2026,5/12/2026,CH_OTA_EXP,CORP,2,516.24,Checked-Out,TRUE,0.15,77.436,438.804
BK_01067,22/8/2025,14/10/2025,CH_OTA_BKG,CORP,1,275.68,Checked-Out,TRUE,0.18,49.6224,226.0576
BK_01068,20/5/2025,23/7/2025,CH_DIRECT,CORP,3,1149.89,Confirmed,TRUE,0,0,1149.89
BK_01069,2/12/2025,4/2/2026,CH_OTA_BKG,NET,2,543.83,Checked-Out,FALSE,0.18,0,543.83
BK_01070,16/11/2025,12/2/2026,CH_WHOLE,PROMO,3,753.18,Cancelled,TRUE,0,0,753.18
BK_01071,13/7/2025,22/7/2025,CH_WHOLE,CORP,1,85.37,Checked-Out,TRUE,0,0,85.37
BK_01072,19/5/2026,14/8/2026,CH_OTA_BKG,NET,2,599.04,Checked-Out,FALSE,0.18,0,599.04
BK_01073,29/3/2025,14/4/2025,CH_OTA_EXP,NET,2,743.83,Confirmed,FALSE,0.15,0,743.83
BK_01074,22/6/2025,1/7/2025,CH_DIRECT,PROMO,2,328.22,Cancelled,TRUE,0,0,328.22
BK_01075,6/5/2025,5/6/2025,CH_WHOLE,NET,2,802.45,Checked-Out,FALSE,0,0,802.45
BK_01076,31/8/2026,5/10/2026,CH_WHOLE,CORP,2,720.01,Cancelled,TRUE,0,0,720.01
BK_01077,12/5/2026,17/7/2026,CH_DIRECT,PROMO,2,250.75,Cancelled,TRUE,0,0,250.75
BK_01078,17/5/2026,20/7/2026,CH_OTA_EXP,PROMO,1,121.83,Confirmed,TRUE,0.15,18.2745,103.5555
BK_01079,11/3/2025,14/5/2025,CH_OTA_BKG,PROMO,2,667.85,Cancelled,TRUE,0.18,120.213,547.637
BK_01080,6/6/2025,15/7/2025,CH_OTA_BKG,RACK,3,1187.03,Cancelled,TRUE,0.18,213.6654,973.3646
BK_01081,23/4/2026,19/5/2026,CH_DIRECT,NET,2,584.03,Checked-Out,FALSE,0,0,584.03
BK_01082,18/12/2025,26/2/2026,CH_OTA_BKG,RACK,2,899.31,Confirmed,TRUE,0.18,161.8758,737.4342
BK_01083,28/1/2026,27/3/2026,CH_DIRECT,NET,2,546.11,Confirmed,FALSE,0,0,546.11
BK_01084,1/7/2025,11/9/2025,CH_DIRECT,PROMO,2,521.77,Cancelled,TRUE,0,0,521.77
BK_01085,3/2/2026,7/4/2026,CH_OTA_BKG,NET,3,937.77,Checked-Out,FALSE,0.18,0,937.77
BK_01086,9/8/2026,9/10/2026,CH_WHOLE,PROMO,3,310.23,Cancelled,TRUE,0,0,310.23
BK_01087,22/5/2026,6/8/2026,CH_WHOLE,CORP,2,429.21,Confirmed,TRUE,0,0,429.21
BK_01088,28/8/2026,3/9/2026,CH_OTA_EXP,CORP,2,840.02,Checked-Out,TRUE,0.15,126.003,714.017
BK_01089,28/1/2025,19/4/2025,CH_DIRECT,NET,1,259.82,Cancelled,FALSE,0,0,259.82
BK_01090,26/2/2026,12/4/2026,CH_OTA_BKG,PROMO,1,178.54,Cancelled,TRUE,0.18,32.1372,146.4028
BK_01091,30/8/2026,10/9/2026,CH_OTA_BKG,CORP,1,221.79,Confirmed,TRUE,0.18,39.9222,181.8678
BK_01092,6/7/2026,17/8/2026,CH_OTA_BKG,NET,3,1327.84,Checked-Out,FALSE,0.18,0,1327.84
BK_01093,12/6/2026,5/8/2026,CH_DIRECT,RACK,3,831.82,Confirmed,TRUE,0,0,831.82
BK_01094,21/11/2025,9/1/2026,CH_WHOLE,CORP,3,363.13,Cancelled,TRUE,0,0,363.13
BK_01095,13/4/2025,11/7/2025,CH_OTA_EXP,CORP,2,582.33,Checked-Out,TRUE,0.15,87.3495,494.9805
BK_01096,14/12/2025,5/1/2026,CH_DIRECT,CORP,2,329.48,Checked-Out,TRUE,0,0,329.48
BK_01097,19/3/2025,27/5/2025,CH_OTA_EXP,CORP,2,199.93,Checked-Out,TRUE,0.15,29.9895,169.9405
BK_01098,16/2/2026,17/3/2026,CH_OTA_BKG,RACK,3,664.42,Confirmed,TRUE,0.18,119.5956,544.8244
BK_01099,4/8/2026,11/10/2026,CH_WHOLE,NET,1,225.87,Confirmed,FALSE,0,0,225.87
BK_01100,30/10/2026,8/12/2026,CH_DIRECT,NET,3,920.33,Confirmed,FALSE,0,0,920.33
BK_01101,1/3/2026,22/4/2026,CH_DIRECT,NET,3,1201.94,Confirmed,FALSE,0,0,1201.94
BK_01102,20/1/2025,11/4/2025,CH_OTA_EXP,NET,1,357.54,Checked-Out,FALSE,0.15,0,357.54
BK_01103,24/4/2026,29/5/2026,CH_WHOLE,RACK,3,492.82,Cancelled,TRUE,0,0,492.82
BK_01104,1/6/2025,2/7/2025,CH_OTA_EXP,CORP,2,504.62,Confirmed,TRUE,0.15,75.693,428.927
BK_01105,12/10/2026,8/11/2026,CH_WHOLE,CORP,2,702.68,Cancelled,TRUE,0,0,702.68
BK_01106,5/12/2026,20/2/2027,CH_OTA_EXP,NET,1,127.69,Confirmed,FALSE,0.15,0,127.69
BK_01107,29/1/2025,2/3/2025,CH_DIRECT,NET,2,630.25,Cancelled,FALSE,0,0,630.25
BK_01108,9/3/2026,31/5/2026,CH_OTA_BKG,PROMO,1,194.54,Confirmed,TRUE,0.18,35.0172,159.5228
BK_01109,22/9/2025,28/10/2025,CH_OTA_EXP,RACK,3,852.16,Confirmed,TRUE,0.15,127.824,724.336
BK_01110,26/2/2025,9/3/2025,CH_DIRECT,CORP,1,458.24,Cancelled,TRUE,0,0,458.24
BK_01111,8/1/2026,4/4/2026,CH_OTA_BKG,NET,3,1301.87,Confirmed,FALSE,0.18,0,1301.87
BK_01112,25/4/2025,8/7/2025,CH_OTA_BKG,CORP,2,903.03,Confirmed,TRUE,0.18,162.5454,740.4846
BK_01113,7/9/2026,23/9/2026,CH_DIRECT,CORP,3,1168.92,Checked-Out,TRUE,0,0,1168.92
BK_01114,30/8/2025,24/10/2025,CH_OTA_EXP,PROMO,1,153.56,Cancelled,TRUE,0.15,23.034,130.526
BK_01115,27/3/2026,19/5/2026,CH_DIRECT,RACK,2,608.11,Checked-Out,TRUE,0,0,608.11
BK_01116,26/4/2025,6/6/2025,CH_WHOLE,NET,3,550.4,Cancelled,FALSE,0,0,550.4
BK_01117,29/5/2025,15/7/2025,CH_WHOLE,CORP,2,177.7,Checked-Out,TRUE,0,0,177.7
BK_01118,5/2/2025,1/5/2025,CH_OTA_BKG,PROMO,2,624.29,Cancelled,TRUE,0.18,112.3722,511.9178
BK_01119,17/10/2026,15/1/2027,CH_DIRECT,RACK,3,1332.36,Cancelled,TRUE,0,0,1332.36
BK_01120,2/2/2026,4/2/2026,CH_WHOLE,CORP,2,235.81,Confirmed,TRUE,0,0,235.81
BK_01121,1/11/2025,28/11/2025,CH_OTA_EXP,NET,3,639.65,Checked-Out,FALSE,0.15,0,639.65
BK_01122,21/2/2026,26/2/2026,CH_DIRECT,RACK,2,555.72,Cancelled,TRUE,0,0,555.72
BK_01123,7/12/2025,31/1/2026,CH_OTA_BKG,PROMO,3,568.82,Confirmed,TRUE,0.18,102.3876,466.4324
BK_01124,27/12/2025,19/2/2026,CH_DIRECT,NET,3,274.46,Confirmed,FALSE,0,0,274.46
BK_01125,19/10/2026,10/1/2027,CH_OTA_EXP,NET,3,411.48,Cancelled,FALSE,0.15,0,411.48
BK_01126,24/7/2025,13/10/2025,CH_DIRECT,CORP,3,343.61,Confirmed,TRUE,0,0,343.61
BK_01127,13/9/2025,19/11/2025,CH_OTA_EXP,NET,2,539.25,Checked-Out,FALSE,0.15,0,539.25
BK_01128,17/5/2025,20/6/2025,CH_OTA_EXP,CORP,2,326.88,Cancelled,TRUE,0.15,49.032,277.848
BK_01129,12/1/2026,5/2/2026,CH_WHOLE,NET,3,522.85,Confirmed,FALSE,0,0,522.85
BK_01130,26/7/2026,17/10/2026,CH_OTA_EXP,RACK,2,326.54,Checked-Out,TRUE,0.15,48.981,277.559
BK_01131,22/6/2025,29/6/2025,CH_WHOLE,NET,3,567.8,Confirmed,FALSE,0,0,567.8
BK_01132,12/1/2026,3/2/2026,CH_OTA_BKG,RACK,3,902.56,Cancelled,TRUE,0.18,162.4608,740.0992
BK_01133,21/11/2026,24/1/2027,CH_OTA_BKG,PROMO,3,495.96,Cancelled,TRUE,0.18,89.2728,406.6872
BK_01134,22/10/2025,25/12/2025,CH_WHOLE,PROMO,2,879.32,Checked-Out,TRUE,0,0,879.32
BK_01135,9/8/2025,15/9/2025,CH_OTA_EXP,NET,1,251.58,Confirmed,FALSE,0.15,0,251.58
BK_01136,30/1/2025,9/3/2025,CH_DIRECT,PROMO,3,808.23,Confirmed,TRUE,0,0,808.23
BK_01137,14/1/2026,30/3/2026,CH_WHOLE,RACK,1,276.93,Cancelled,TRUE,0,0,276.93
BK_01138,11/12/2026,31/1/2027,CH_OTA_EXP,NET,3,773.35,Checked-Out,FALSE,0.15,0,773.35
BK_01139,20/9/2025,30/9/2025,CH_OTA_BKG,RACK,1,219.8,Confirmed,TRUE,0.18,39.564,180.236
BK_01140,28/4/2026,13/6/2026,CH_OTA_BKG,RACK,2,583.82,Cancelled,TRUE,0.18,105.0876,478.7324
BK_01141,6/11/2025,27/12/2025,CH_DIRECT,PROMO,3,291.82,Confirmed,TRUE,0,0,291.82
BK_01142,24/9/2025,16/10/2025,CH_WHOLE,CORP,2,270.81,Cancelled,TRUE,0,0,270.81
BK_01143,29/12/2026,7/3/2027,CH_WHOLE,PROMO,2,258.15,Confirmed,TRUE,0,0,258.15
BK_01144,11/5/2025,14/7/2025,CH_DIRECT,CORP,2,397.66,Cancelled,TRUE,0,0,397.66
BK_01145,20/9/2026,24/10/2026,CH_DIRECT,NET,1,212.53,Cancelled,FALSE,0,0,212.53
BK_01146,4/6/2025,15/8/2025,CH_WHOLE,RACK,1,142.42,Confirmed,TRUE,0,0,142.42
BK_01147,7/7/2025,12/7/2025,CH_WHOLE,CORP,1,376.5,Cancelled,TRUE,0,0,376.5
BK_01148,29/4/2025,2/7/2025,CH_OTA_BKG,NET,2,990.61,Checked-Out,FALSE,0.18,0,990.61
BK_01149,12/5/2026,10/7/2026,CH_WHOLE,RACK,3,1332.27,Confirmed,TRUE,0,0,1332.27
BK_01150,24/12/2025,5/1/2026,CH_OTA_EXP,CORP,1,430.68,Checked-Out,TRUE,0.15,64.602,366.078
BK_01151,5/6/2026,10/7/2026,CH_OTA_EXP,RACK,3,1206.23,Confirmed,TRUE,0.15,180.9345,1025.2955
BK_01152,3/3/2026,13/3/2026,CH_OTA_EXP,NET,3,358.82,Cancelled,FALSE,0.15,0,358.82
BK_01153,27/1/2025,5/3/2025,CH_OTA_BKG,NET,2,655.88,Confirmed,FALSE,0.18,0,655.88
BK_01154,28/11/2025,18/12/2025,CH_OTA_BKG,RACK,2,857.79,Checked-Out,TRUE,0.18,154.4022,703.3878
BK_01155,7/5/2026,5/7/2026,CH_DIRECT,RACK,2,974.61,Checked-Out,TRUE,0,0,974.61
BK_01156,30/9/2026,27/11/2026,CH_DIRECT,PROMO,1,442.58,Checked-Out,TRUE,0,0,442.58
BK_01157,17/10/2025,28/11/2025,CH_OTA_BKG,RACK,3,1439.39,Cancelled,TRUE,0.18,259.0902,1180.2998
BK_01158,5/4/2025,27/5/2025,CH_DIRECT,PROMO,1,485.32,Cancelled,TRUE,0,0,485.32
BK_01159,2/4/2025,5/4/2025,CH_OTA_EXP,PROMO,2,814.77,Cancelled,TRUE,0.15,122.2155,692.5545
BK_01160,25/10/2026,17/1/2027,CH_OTA_EXP,RACK,2,572.31,Cancelled,TRUE,0.15,85.8465,486.4635
BK_01161,14/11/2025,10/2/2026,CH_OTA_EXP,CORP,3,361.1,Cancelled,TRUE,0.15,54.165,306.935
BK_01162,9/6/2026,5/7/2026,CH_WHOLE,NET,2,560.21,Checked-Out,FALSE,0,0,560.21
BK_01163,7/9/2026,1/11/2026,CH_OTA_BKG,NET,2,675.65,Cancelled,FALSE,0.18,0,675.65
BK_01164,8/10/2026,2/12/2026,CH_OTA_BKG,RACK,3,670.6,Cancelled,TRUE,0.18,120.708,549.892
BK_01165,24/11/2026,23/12/2026,CH_OTA_EXP,NET,3,1033.25,Checked-Out,FALSE,0.15,0,1033.25
BK_01166,27/3/2025,4/5/2025,CH_WHOLE,NET,1,461.03,Cancelled,FALSE,0,0,461.03
BK_01167,4/11/2025,24/11/2025,CH_OTA_EXP,CORP,1,299.7,Cancelled,TRUE,0.15,44.955,254.745
BK_01168,6/8/2026,13/8/2026,CH_OTA_BKG,RACK,3,375.62,Cancelled,TRUE,0.18,67.6116,308.0084
BK_01169,27/2/2026,12/3/2026,CH_WHOLE,CORP,2,374.08,Confirmed,TRUE,0,0,374.08
BK_01170,31/5/2026,3/6/2026,CH_OTA_BKG,NET,1,410.19,Cancelled,FALSE,0.18,0,410.19
BK_01171,16/2/2025,27/2/2025,CH_WHOLE,CORP,2,653.26,Cancelled,TRUE,0,0,653.26
BK_01172,18/11/2026,15/1/2027,CH_DIRECT,CORP,1,168.65,Confirmed,TRUE,0,0,168.65
BK_01173,11/9/2026,15/10/2026,CH_OTA_BKG,NET,3,262.57,Cancelled,FALSE,0.18,0,262.57
BK_01174,30/4/2025,2/5/2025,CH_OTA_EXP,NET,2,741.12,Checked-Out,FALSE,0.15,0,741.12
BK_01175,9/9/2026,11/11/2026,CH_DIRECT,CORP,3,1088.99,Checked-Out,TRUE,0,0,1088.99
BK_01176,23/11/2026,13/1/2027,CH_DIRECT,RACK,1,136.75,Confirmed,TRUE,0,0,136.75
BK_01177,25/4/2025,28/4/2025,CH_OTA_EXP,RACK,1,282.07,Confirmed,TRUE,0.15,42.3105,239.7595
BK_01178,28/10/2026,28/11/2026,CH_WHOLE,PROMO,1,206.39,Cancelled,TRUE,0,0,206.39
BK_01179,1/6/2025,1/8/2025,CH_WHOLE,RACK,1,149.76,Confirmed,TRUE,0,0,149.76
BK_01180,21/12/2026,16/2/2027,CH_WHOLE,NET,1,441.11,Checked-Out,FALSE,0,0,441.11
BK_01181,6/9/2025,2/10/2025,CH_DIRECT,NET,1,220.22,Confirmed,FALSE,0,0,220.22
BK_01182,8/10/2026,3/12/2026,CH_WHOLE,NET,3,969.11,Checked-Out,FALSE,0,0,969.11
BK_01183,22/7/2026,29/8/2026,CH_OTA_BKG,NET,2,568.32,Checked-Out,FALSE,0.18,0,568.32
BK_01184,19/9/2026,15/12/2026,CH_WHOLE,PROMO,3,316.49,Confirmed,TRUE,0,0,316.49
BK_01185,9/3/2026,22/5/2026,CH_DIRECT,RACK,2,910.02,Cancelled,TRUE,0,0,910.02
BK_01186,30/4/2026,15/5/2026,CH_WHOLE,CORP,2,745.91,Confirmed,TRUE,0,0,745.91
BK_01187,15/6/2025,22/7/2025,CH_OTA_EXP,NET,2,528.01,Checked-Out,FALSE,0.15,0,528.01
BK_01188,13/8/2025,28/10/2025,CH_DIRECT,NET,1,450.93,Checked-Out,FALSE,0,0,450.93
BK_01189,30/12/2026,18/2/2027,CH_WHOLE,CORP,2,831.79,Confirmed,TRUE,0,0,831.79
BK_01190,29/9/2026,26/10/2026,CH_DIRECT,RACK,3,848.44,Confirmed,TRUE,0,0,848.44
BK_01191,24/7/2025,14/8/2025,CH_WHOLE,RACK,2,952.17,Cancelled,TRUE,0,0,952.17
BK_01192,7/11/2025,8/12/2025,CH_OTA_EXP,RACK,1,230.69,Cancelled,TRUE,0.15,34.6035,196.0865
BK_01193,1/1/2026,29/3/2026,CH_OTA_EXP,PROMO,3,280.28,Confirmed,TRUE,0.15,42.042,238.238
BK_01194,12/12/2025,6/2/2026,CH_OTA_BKG,PROMO,1,316.03,Cancelled,TRUE,0.18,56.8854,259.1446
BK_01195,22/9/2025,5/11/2025,CH_DIRECT,RACK,3,577.04,Confirmed,TRUE,0,0,577.04
BK_01196,8/12/2026,12/2/2027,CH_OTA_BKG,RACK,2,831.15,Confirmed,TRUE,0.18,149.607,681.543
BK_01197,19/4/2025,7/7/2025,CH_OTA_BKG,RACK,3,372.82,Checked-Out,TRUE,0.18,67.1076,305.7124
BK_01198,1/5/2025,28/5/2025,CH_DIRECT,PROMO,3,608.07,Cancelled,TRUE,0,0,608.07
BK_01199,3/6/2026,6/8/2026,CH_OTA_BKG,PROMO,3,698.31,Confirmed,TRUE,0.18,125.6958,572.6142
BK_01200,6/5/2025,1/6/2025,CH_WHOLE,NET,1,183.03,Cancelled,FALSE,0,0,183.03
BK_01201,16/12/2025,22/1/2026,CH_OTA_EXP,RACK,2,472.85,Cancelled,TRUE,0.15,70.9275,401.9225
BK_01202,5/1/2026,27/3/2026,CH_OTA_EXP,PROMO,3,771.37,Confirmed,TRUE,0.15,115.7055,655.6645
BK_01203,22/5/2025,16/7/2025,CH_WHOLE,NET,2,959.55,Checked-Out,FALSE,0,0,959.55
BK_01204,30/11/2026,16/1/2027,CH_OTA_BKG,NET,1,403.46,Checked-Out,FALSE,0.18,0,403.46
BK_01205,14/6/2026,23/6/2026,CH_OTA_BKG,CORP,2,497.39,Confirmed,TRUE,0.18,89.5302,407.8598
BK_01206,21/3/2026,29/3/2026,CH_WHOLE,RACK,3,1402.37,Confirmed,TRUE,0,0,1402.37
BK_01207,12/8/2026,20/8/2026,CH_DIRECT,NET,2,904.06,Checked-Out,FALSE,0,0,904.06
BK_01208,21/7/2026,29/8/2026,CH_DIRECT,CORP,1,427.34,Checked-Out,TRUE,0,0,427.34
BK_01209,18/9/2026,7/10/2026,CH_WHOLE,NET,3,498.47,Checked-Out,FALSE,0,0,498.47
BK_01210,2/10/2026,21/12/2026,CH_WHOLE,CORP,3,749.68,Confirmed,TRUE,0,0,749.68
BK_01211,5/11/2025,16/11/2025,CH_OTA_BKG,CORP,2,769.08,Checked-Out,TRUE,0.18,138.4344,630.6456
BK_01212,10/5/2025,16/7/2025,CH_DIRECT,PROMO,1,294.9,Cancelled,TRUE,0,0,294.9
BK_01213,18/6/2026,1/8/2026,CH_OTA_EXP,RACK,1,453.93,Checked-Out,TRUE,0.15,68.0895,385.8405
BK_01214,30/8/2026,3/10/2026,CH_OTA_EXP,CORP,3,772.66,Checked-Out,TRUE,0.15,115.899,656.761
BK_01215,24/4/2025,2/5/2025,CH_DIRECT,CORP,3,879.45,Confirmed,TRUE,0,0,879.45
BK_01216,18/2/2025,13/5/2025,CH_OTA_BKG,NET,2,640.85,Confirmed,FALSE,0.18,0,640.85
BK_01217,10/4/2026,24/5/2026,CH_OTA_EXP,PROMO,2,411.33,Checked-Out,TRUE,0.15,61.6995,349.6305
BK_01218,10/8/2026,5/11/2026,CH_OTA_EXP,NET,3,1169.27,Confirmed,FALSE,0.15,0,1169.27
BK_01219,2/12/2025,7/2/2026,CH_OTA_EXP,CORP,2,242.31,Checked-Out,TRUE,0.15,36.3465,205.9635
BK_01220,12/3/2026,4/5/2026,CH_OTA_BKG,RACK,1,258.45,Confirmed,TRUE,0.18,46.521,211.929
BK_01221,3/5/2026,31/5/2026,CH_WHOLE,RACK,2,728.53,Cancelled,TRUE,0,0,728.53
BK_01222,26/8/2026,6/11/2026,CH_WHOLE,CORP,3,868.52,Cancelled,TRUE,0,0,868.52
BK_01223,27/3/2026,24/6/2026,CH_WHOLE,NET,1,140.63,Confirmed,FALSE,0,0,140.63
BK_01224,12/5/2026,10/7/2026,CH_OTA_EXP,RACK,3,507.93,Cancelled,TRUE,0.15,76.1895,431.7405
BK_01225,3/2/2025,24/2/2025,CH_DIRECT,RACK,3,1313.92,Confirmed,TRUE,0,0,1313.92
BK_01226,4/5/2025,21/6/2025,CH_DIRECT,RACK,3,433.16,Cancelled,TRUE,0,0,433.16
BK_01227,9/11/2025,27/12/2025,CH_DIRECT,CORP,2,183.5,Confirmed,TRUE,0,0,183.5
BK_01228,26/5/2025,10/8/2025,CH_WHOLE,RACK,2,906.81,Confirmed,TRUE,0,0,906.81
BK_01229,7/7/2025,8/9/2025,CH_OTA_BKG,RACK,3,679.3,Confirmed,TRUE,0.18,122.274,557.026
BK_01230,4/3/2026,5/5/2026,CH_DIRECT,NET,2,816.33,Cancelled,FALSE,0,0,816.33
BK_01231,13/9/2026,30/9/2026,CH_OTA_EXP,NET,2,720.47,Confirmed,FALSE,0.15,0,720.47
BK_01232,30/11/2025,12/12/2025,CH_WHOLE,NET,1,458.1,Cancelled,FALSE,0,0,458.1
BK_01233,8/7/2026,14/7/2026,CH_WHOLE,CORP,3,351.55,Confirmed,TRUE,0,0,351.55
BK_01234,26/12/2026,30/12/2026,CH_DIRECT,RACK,3,944.78,Confirmed,TRUE,0,0,944.78
BK_01235,26/9/2026,5/12/2026,CH_OTA_BKG,PROMO,2,582.22,Confirmed,TRUE,0.18,104.7996,477.4204
BK_01236,4/5/2025,28/7/2025,CH_OTA_EXP,RACK,2,820.88,Confirmed,TRUE,0.15,123.132,697.748
BK_01237,24/12/2026,9/3/2027,CH_WHOLE,RACK,3,1004.64,Cancelled,TRUE,0,0,1004.64
BK_01238,27/8/2026,2/9/2026,CH_WHOLE,RACK,2,527.09,Cancelled,TRUE,0,0,527.09
BK_01239,25/1/2025,3/4/2025,CH_DIRECT,NET,2,236.46,Confirmed,FALSE,0,0,236.46
BK_01240,9/7/2026,31/7/2026,CH_DIRECT,PROMO,1,187.33,Confirmed,TRUE,0,0,187.33
BK_01241,7/6/2025,17/7/2025,CH_WHOLE,PROMO,1,338.08,Cancelled,TRUE,0,0,338.08
BK_01242,5/7/2025,9/7/2025,CH_OTA_BKG,CORP,2,242.95,Confirmed,TRUE,0.18,43.731,199.219
BK_01243,27/2/2026,10/4/2026,CH_DIRECT,NET,1,101.79,Confirmed,FALSE,0,0,101.79
BK_01244,4/9/2026,19/11/2026,CH_OTA_EXP,NET,3,1188.01,Cancelled,FALSE,0.15,0,1188.01
BK_01245,28/4/2025,2/6/2025,CH_OTA_BKG,CORP,2,624.62,Confirmed,TRUE,0.18,112.4316,512.1884
BK_01246,11/5/2026,15/5/2026,CH_WHOLE,PROMO,1,193.05,Checked-Out,TRUE,0,0,193.05
BK_01247,23/11/2026,6/12/2026,CH_OTA_EXP,PROMO,2,637.33,Cancelled,TRUE,0.15,95.5995,541.7305
BK_01248,27/3/2025,17/6/2025,CH_OTA_EXP,PROMO,2,613.97,Confirmed,TRUE,0.15,92.0955,521.8745
BK_01249,9/9/2025,17/11/2025,CH_WHOLE,NET,1,80.42,Cancelled,FALSE,0,0,80.42
BK_01250,28/9/2026,5/11/2026,CH_OTA_EXP,RACK,1,472.07,Cancelled,TRUE,0.15,70.8105,401.2595
BK_01251,7/10/2025,23/12/2025,CH_DIRECT,NET,2,867.65,Confirmed,FALSE,0,0,867.65
BK_01252,23/8/2026,28/10/2026,CH_DIRECT,RACK,1,390.46,Checked-Out,TRUE,0,0,390.46
BK_01253,13/3/2025,21/4/2025,CH_OTA_BKG,NET,3,394.95,Confirmed,FALSE,0.18,0,394.95
BK_01254,24/7/2026,29/8/2026,CH_WHOLE,PROMO,3,876.07,Cancelled,TRUE,0,0,876.07
BK_01255,30/11/2026,13/1/2027,CH_DIRECT,NET,2,366.58,Cancelled,FALSE,0,0,366.58
BK_01256,16/12/2025,12/1/2026,CH_WHOLE,CORP,1,463.89,Confirmed,TRUE,0,0,463.89
BK_01257,24/10/2026,25/10/2026,CH_WHOLE,RACK,1,362.54,Cancelled,TRUE,0,0,362.54
BK_01258,24/7/2026,22/10/2026,CH_WHOLE,NET,3,342.25,Checked-Out,FALSE,0,0,342.25
BK_01259,29/10/2026,8/11/2026,CH_OTA_BKG,NET,3,395.5,Cancelled,FALSE,0.18,0,395.5
BK_01260,8/9/2026,24/10/2026,CH_WHOLE,PROMO,3,1479.58,Confirmed,TRUE,0,0,1479.58
BK_01261,19/4/2026,6/6/2026,CH_OTA_EXP,NET,1,173.04,Confirmed,FALSE,0.15,0,173.04
BK_01262,15/10/2025,11/1/2026,CH_DIRECT,PROMO,1,422.84,Checked-Out,TRUE,0,0,422.84
BK_01263,7/11/2025,6/12/2025,CH_OTA_EXP,NET,2,190.91,Cancelled,FALSE,0.15,0,190.91
BK_01264,22/12/2026,10/3/2027,CH_OTA_EXP,RACK,1,493.39,Checked-Out,TRUE,0.15,74.0085,419.3815
BK_01265,10/2/2026,25/2/2026,CH_DIRECT,NET,1,311.75,Checked-Out,FALSE,0,0,311.75
BK_01266,3/8/2026,29/10/2026,CH_OTA_EXP,RACK,3,401.59,Confirmed,TRUE,0.15,60.2385,341.3515
BK_01267,11/5/2025,14/6/2025,CH_OTA_EXP,CORP,1,436.02,Confirmed,TRUE,0.15,65.403,370.617
