booking_id,booking_date,check_in_date,channel_id,rate_code_id,rooms_sold,gross_room_revenue,status,is_commissionable,default_commission_rate,commission_cost,net_room_revenue,adr,net_adr,OCC,net_revpar,Day Name,true_gross_room_revenue,true_commission_cost,true_net_room_revenue
BK_01046,18/1/2025,21/2/2025,CH_OTA_EXP,RACK,1,214.27,Checked-Out,TRUE,0.15,32.1405,182.1295,214.27,182.1295,0.01,1.821295,Friday,214.27,32.1405,182.1295
BK_01047,19/5/2025,4/7/2025,CH_OTA_EXP,RACK,2,463.38,Checked-Out,TRUE,0.15,69.507,393.873,231.69,196.9365,0.02,3.93873,Friday,463.38,69.507,393.873
BK_01048,31/12/2025,7/1/2026,CH_DIRECT,CORP,3,1045.07,Confirmed,TRUE,0,0,1045.07,348.3566667,348.3566667,0.03,10.4507,Wednesday,1045.07,0,1045.07
BK_01049,11/6/2026,6/7/2026,CH_OTA_EXP,RACK,3,1188.31,Checked-Out,TRUE,0.15,178.2465,1010.0635,396.1033333,336.6878333,0.03,10.100635,Monday,1188.31,178.2465,1010.0635
BK_01052,17/1/2026,21/3/2026,CH_WHOLE,CORP,1,123.02,Confirmed,TRUE,0,0,123.02,123.02,123.02,0.01,1.2302,Saturday,123.02,0,123.02
BK_01053,31/5/2026,29/6/2026,CH_OTA_EXP,RACK,2,546.81,Confirmed,TRUE,0.15,82.0215,464.7885,273.405,232.39425,0.02,4.647885,Monday,546.81,82.0215,464.7885
BK_01055,23/5/2025,19/7/2025,CH_DIRECT,PROMO,3,623.9,Checked-Out,TRUE,0,0,623.9,207.9666667,207.9666667,0.03,6.239,Saturday,623.9,0,623.9
BK_01056,2/5/2025,31/5/2025,CH_OTA_EXP,PROMO,3,525.48,Confirmed,TRUE,0.15,78.822,446.658,175.16,148.886,0.03,4.46658,Saturday,525.48,78.822,446.658
BK_01057,3/8/2025,20/8/2025,CH_OTA_BKG,NET,3,1201.41,Confirmed,FALSE,0.18,0,1201.41,400.47,400.47,0.03,12.0141,Wednesday,1465.134146,263.7241463,1201.41
BK_01058,21/3/2025,24/3/2025,CH_WHOLE,NET,1,162.47,Confirmed,FALSE,0,0,162.47,162.47,162.47,0.01,1.6247,Monday,162.47,0,162.47
BK_01059,7/11/2026,12/1/2027,CH_OTA_BKG,NET,1,461.58,Confirmed,FALSE,0.18,0,461.58,461.58,461.58,0.01,4.6158,Tuesday,562.902439,101.322439,461.58
BK_01060,9/3/2025,17/4/2025,CH_OTA_BKG,RACK,1,466.44,Confirmed,TRUE,0.18,83.9592,382.4808,466.44,382.4808,0.01,3.824808,Thursday,466.44,83.9592,382.4808
BK_01061,25/8/2026,20/9/2026,CH_OTA_EXP,CORP,1,118.13,Checked-Out,TRUE,0.15,17.7195,100.4105,118.13,100.4105,0.01,1.004105,Sunday,118.13,17.7195,100.4105
BK_01062,12/10/2025,26/12/2025,CH_DIRECT,CORP,1,439.16,Checked-Out,TRUE,0,0,439.16,439.16,439.16,0.01,4.3916,Friday,439.16,0,439.16
BK_01063,20/9/2026,21/10/2026,CH_OTA_BKG,RACK,3,1201.69,Checked-Out,TRUE,0.18,216.3042,985.3858,400.5633333,328.4619333,0.03,9.853858,Wednesday,1201.69,216.3042,985.3858
BK_01064,11/8/2025,5/9/2025,CH_DIRECT,PROMO,3,245.45,Checked-Out,TRUE,0,0,245.45,81.81666667,81.81666667,0.03,2.4545,Friday,245.45,0,245.45
BK_01066,21/11/2026,5/12/2026,CH_OTA_EXP,CORP,2,516.24,Checked-Out,TRUE,0.15,77.436,438.804,258.12,219.402,0.02,4.38804,Saturday,516.24,77.436,438.804
BK_01067,22/8/2025,14/10/2025,CH_OTA_BKG,CORP,1,275.68,Checked-Out,TRUE,0.18,49.6224,226.0576,275.68,226.0576,0.01,2.260576,Tuesday,275.68,49.6224,226.0576
BK_01068,20/5/2025,23/7/2025,CH_DIRECT,CORP,3,1149.89,Confirmed,TRUE,0,0,1149.89,383.2966667,383.2966667,0.03,11.4989,Wednesday,1149.89,0,1149.89
BK_01069,2/12/2025,4/2/2026,CH_OTA_BKG,NET,2,543.83,Checked-Out,FALSE,0.18,0,543.83,271.915,271.915,0.02,5.4383,Wednesday,663.2073171,119.3773171,543.83
BK_01071,13/7/2025,22/7/2025,CH_WHOLE,CORP,1,85.37,Checked-Out,TRUE,0,0,85.37,85.37,85.37,0.01,0.8537,Tuesday,85.37,0,85.37
BK_01072,19/5/2026,14/8/2026,CH_OTA_BKG,NET,2,599.04,Checked-Out,FALSE,0.18,0,599.04,299.52,299.52,0.02,5.9904,Friday,730.5365854,131.4965854,599.04
BK_01073,29/3/2025,14/4/2025,CH_OTA_EXP,NET,2,743.83,Confirmed,FALSE,0.15,0,743.83,371.915,371.915,0.02,7.4383,Monday,875.0941176,131.2641176,743.83
BK_01075,6/5/2025,5/6/2025,CH_WHOLE,NET,2,802.45,Checked-Out,FALSE,0,0,802.45,401.225,401.225,0.02,8.0245,Thursday,802.45,0,802.45
BK_01078,17/5/2026,20/7/2026,CH_OTA_EXP,PROMO,1,121.83,Confirmed,TRUE,0.15,18.2745,103.5555,121.83,103.5555,0.01,1.035555,Monday,121.83,18.2745,103.5555
BK_01081,23/4/2026,19/5/2026,CH_DIRECT,NET,2,584.03,Checked-Out,FALSE,0,0,584.03,292.015,292.015,0.02,5.8403,Tuesday,584.03,0,584.03
BK_01082,18/12/2025,26/2/2026,CH_OTA_BKG,RACK,2,899.31,Confirmed,TRUE,0.18,161.8758,737.4342,449.655,368.7171,0.02,7.374342,Thursday,899.31,161.8758,737.4342
BK_01083,28/1/2026,27/3/2026,CH_DIRECT,NET,2,546.11,Confirmed,FALSE,0,0,546.11,273.055,273.055,0.02,5.4611,Friday,546.11,0,546.11
BK_01085,3/2/2026,7/4/2026,CH_OTA_BKG,NET,3,937.77,Checked-Out,FALSE,0.18,0,937.77,312.59,312.59,0.03,9.3777,Tuesday,1143.621951,205.8519512,937.77
BK_01087,22/5/2026,6/8/2026,CH_WHOLE,CORP,2,429.21,Confirmed,TRUE,0,0,429.21,214.605,214.605,0.02,4.2921,Thursday,429.21,0,429.21
BK_01088,28/8/2026,3/9/2026,CH_OTA_EXP,CORP,2,840.02,Checked-Out,TRUE,0.15,126.003,714.017,420.01,357.0085,0.02,7.14017,Thursday,840.02,126.003,714.017
BK_01091,30/8/2026,10/9/2026,CH_OTA_BKG,CORP,1,221.79,Confirmed,TRUE,0.18,39.9222,181.8678,221.79,181.8678,0.01,1.818678,Thursday,221.79,39.9222,181.8678
BK_01092,6/7/2026,17/8/2026,CH_OTA_BKG,NET,3,1327.84,Checked-Out,FALSE,0.18,0,1327.84,442.6133333,442.6133333,0.03,13.2784,Monday,1619.317073,291.4770732,1327.84
BK_01093,12/6/2026,5/8/2026,CH_DIRECT,RACK,3,831.82,Confirmed,TRUE,0,0,831.82,277.2733333,277.2733333,0.03,8.3182,Wednesday,831.82,0,831.82
BK_01095,13/4/2025,11/7/2025,CH_OTA_EXP,CORP,2,582.33,Checked-Out,TRUE,0.15,87.3495,494.9805,291.165,247.49025,0.02,4.949805,Friday,582.33,87.3495,494.9805
BK_01096,14/12/2025,5/1/2026,CH_DIRECT,CORP,2,329.48,Checked-Out,TRUE,0,0,329.48,164.74,164.74,0.02,3.2948,Monday,329.48,0,329.48
BK_01097,19/3/2025,27/5/2025,CH_OTA_EXP,CORP,2,199.93,Checked-Out,TRUE,0.15,29.9895,169.9405,99.965,84.97025,0.02,1.699405,Tuesday,199.93,29.9895,169.9405
BK_01098,16/2/2026,17/3/2026,CH_OTA_BKG,RACK,3,664.42,Confirmed,TRUE,0.18,119.5956,544.8244,221.4733333,181.6081333,0.03,5.448244,Tuesday,664.42,119.5956,544.8244
BK_01099,4/8/2026,11/10/2026,CH_WHOLE,NET,1,225.87,Confirmed,FALSE,0,0,225.87,225.87,225.87,0.01,2.2587,Sunday,225.87,0,225.87
BK_01100,30/10/2026,8/12/2026,CH_DIRECT,NET,3,920.33,Confirmed,FALSE,0,0,920.33,306.7766667,306.7766667,0.03,9.2033,Tuesday,920.33,0,920.33
BK_01101,1/3/2026,22/4/2026,CH_DIRECT,NET,3,1201.94,Confirmed,FALSE,0,0,1201.94,400.6466667,400.6466667,0.03,12.0194,Wednesday,1201.94,0,1201.94
BK_01102,20/1/2025,11/4/2025,CH_OTA_EXP,NET,1,357.54,Checked-Out,FALSE,0.15,0,357.54,357.54,357.54,0.01,3.5754,Friday,420.6352941,63.09529412,357.54
BK_01104,1/6/2025,2/7/2025,CH_OTA_EXP,CORP,2,504.62,Confirmed,TRUE,0.15,75.693,428.927,252.31,214.4635,0.02,4.28927,Wednesday,504.62,75.693,428.927
BK_01106,5/12/2026,20/2/2027,CH_OTA_EXP,NET,1,127.69,Confirmed,FALSE,0.15,0,127.69,127.69,127.69,0.01,1.2769,Saturday,150.2235294,22.53352941,127.69
BK_01108,9/3/2026,31/5/2026,CH_OTA_BKG,PROMO,1,194.54,Confirmed,TRUE,0.18,35.0172,159.5228,194.54,159.5228,0.01,1.595228,Sunday,194.54,35.0172,159.5228
BK_01109,22/9/2025,28/10/2025,CH_OTA_EXP,RACK,3,852.16,Confirmed,TRUE,0.15,127.824,724.336,284.0533333,241.4453333,0.03,7.24336,Tuesday,852.16,127.824,724.336
BK_01111,8/1/2026,4/4/2026,CH_OTA_BKG,NET,3,1301.87,Confirmed,FALSE,0.18,0,1301.87,433.9566667,433.9566667,0.03,13.0187,Saturday,1587.646341,285.7763415,1301.87
BK_01112,25/4/2025,8/7/2025,CH_OTA_BKG,CORP,2,903.03,Confirmed,TRUE,0.18,162.5454,740.4846,451.515,370.2423,0.02,7.404846,Tuesday,903.03,162.5454,740.4846
BK_01113,7/9/2026,23/9/2026,CH_DIRECT,CORP,3,1168.92,Checked-Out,TRUE,0,0,1168.92,389.64,389.64,0.03,11.6892,Wednesday,1168.92,0,1168.92
BK_01115,27/3/2026,19/5/2026,CH_DIRECT,RACK,2,608.11,Checked-Out,TRUE,0,0,608.11,304.055,304.055,0.02,6.0811,Tuesday,608.11,0,608.11
BK_01117,29/5/2025,15/7/2025,CH_WHOLE,CORP,2,177.7,Checked-Out,TRUE,0,0,177.7,88.85,88.85,0.02,1.777,Tuesday,177.7,0,177.7
BK_01120,2/2/2026,4/2/2026,CH_WHOLE,CORP,2,235.81,Confirmed,TRUE,0,0,235.81,117.905,117.905,0.02,2.3581,Wednesday,235.81,0,235.81
BK_01121,1/11/2025,28/11/2025,CH_OTA_EXP,NET,3,639.65,Checked-Out,FALSE,0.15,0,639.65,213.2166667,213.2166667,0.03,6.3965,Friday,752.5294118,112.8794118,639.65
BK_01123,7/12/2025,31/1/2026,CH_OTA_BKG,PROMO,3,568.82,Confirmed,TRUE,0.18,102.3876,466.4324,189.6066667,155.4774667,0.03,4.664324,Saturday,568.82,102.3876,466.4324
BK_01124,27/12/2025,19/2/2026,CH_DIRECT,NET,3,274.46,Confirmed,FALSE,0,0,274.46,91.48666667,91.48666667,0.03,2.7446,Thursday,274.46,0,274.46
BK_01126,24/7/2025,13/10/2025,CH_DIRECT,CORP,3,343.61,Confirmed,TRUE,0,0,343.61,114.5366667,114.5366667,0.03,3.4361,Monday,343.61,0,343.61
BK_01127,13/9/2025,19/11/2025,CH_OTA_EXP,NET,2,539.25,Checked-Out,FALSE,0.15,0,539.25,269.625,269.625,0.02,5.3925,Wednesday,634.4117647,95.16176471,539.25
BK_01129,12/1/2026,5/2/2026,CH_WHOLE,NET,3,522.85,Confirmed,FALSE,0,0,522.85,174.2833333,174.2833333,0.03,5.2285,Thursday,522.85,0,522.85
BK_01130,26/7/2026,17/10/2026,CH_OTA_EXP,RACK,2,326.54,Checked-Out,TRUE,0.15,48.981,277.559,163.27,138.7795,0.02,2.77559,Saturday,326.54,48.981,277.559
BK_01131,22/6/2025,29/6/2025,CH_WHOLE,NET,3,567.8,Confirmed,FALSE,0,0,567.8,189.2666667,189.2666667,0.03,5.678,Sunday,567.8,0,567.8
BK_01134,22/10/2025,25/12/2025,CH_WHOLE,PROMO,2,879.32,Checked-Out,TRUE,0,0,879.32,439.66,439.66,0.02,8.7932,Thursday,879.32,0,879.32
BK_01135,9/8/2025,15/9/2025,CH_OTA_EXP,NET,1,251.58,Confirmed,FALSE,0.15,0,251.58,251.58,251.58,0.01,2.5158,Monday,295.9764706,44.39647059,251.58
BK_01136,30/1/2025,9/3/2025,CH_DIRECT,PROMO,3,808.23,Confirmed,TRUE,0,0,808.23,269.41,269.41,0.03,8.0823,Sunday,808.23,0,808.23
BK_01138,11/12/2026,31/1/2027,CH_OTA_EXP,NET,3,773.35,Checked-Out,FALSE,0.15,0,773.35,257.7833333,257.7833333,0.03,7.7335,Sunday,909.8235294,136.4735294,773.35
BK_01139,20/9/2025,30/9/2025,CH_OTA_BKG,RACK,1,219.8,Confirmed,TRUE,0.18,39.564,180.236,219.8,180.236,0.01,1.80236,Tuesday,219.8,39.564,180.236
BK_01141,6/11/2025,27/12/2025,CH_DIRECT,PROMO,3,291.82,Confirmed,TRUE,0,0,291.82,97.27333333,97.27333333,0.03,2.9182,Saturday,291.82,0,291.82
BK_01143,29/12/2026,7/3/2027,CH_WHOLE,PROMO,2,258.15,Confirmed,TRUE,0,0,258.15,129.075,129.075,0.02,2.5815,Sunday,258.15,0,258.15
BK_01146,4/6/2025,15/8/2025,CH_WHOLE,RACK,1,142.42,Confirmed,TRUE,0,0,142.42,142.42,142.42,0.01,1.4242,Friday,142.42,0,142.42
BK_01148,29/4/2025,2/7/2025,CH_OTA_BKG,NET,2,990.61,Checked-Out,FALSE,0.18,0,990.61,495.305,495.305,0.02,9.9061,Wednesday,1208.060976,217.4509756,990.61
BK_01149,12/5/2026,10/7/2026,CH_WHOLE,RACK,3,1332.27,Confirmed,TRUE,0,0,1332.27,444.09,444.09,0.03,13.3227,Friday,1332.27,0,1332.27
BK_01150,24/12/2025,5/1/2026,CH_OTA_EXP,CORP,1,430.68,Checked-Out,TRUE,0.15,64.602,366.078,430.68,366.078,0.01,3.66078,Monday,430.68,64.602,366.078
BK_01151,5/6/2026,10/7/2026,CH_OTA_EXP,RACK,3,1206.23,Confirmed,TRUE,0.15,180.9345,1025.2955,402.0766667,341.7651667,0.03,10.252955,Friday,1206.23,180.9345,1025.2955
BK_01153,27/1/2025,5/3/2025,CH_OTA_BKG,NET,2,655.88,Confirmed,FALSE,0.18,0,655.88,327.94,327.94,0.02,6.5588,Wednesday,799.8536585,143.9736585,655.88
BK_01154,28/11/2025,18/12/2025,CH_OTA_BKG,RACK,2,857.79,Checked-Out,TRUE,0.18,154.4022,703.3878,428.895,351.6939,0.02,7.033878,Thursday,857.79,154.4022,703.3878
BK_01155,7/5/2026,5/7/2026,CH_DIRECT,RACK,2,974.61,Checked-Out,TRUE,0,0,974.61,487.305,487.305,0.02,9.7461,Sunday,974.61,0,974.61
BK_01156,30/9/2026,27/11/2026,CH_DIRECT,PROMO,1,442.58,Checked-Out,TRUE,0,0,442.58,442.58,442.58,0.01,4.4258,Friday,442.58,0,442.58
BK_01162,9/6/2026,5/7/2026,CH_WHOLE,NET,2,560.21,Checked-Out,FALSE,0,0,560.21,280.105,280.105,0.02,5.6021,Sunday,560.21,0,560.21
BK_01165,24/11/2026,23/12/2026,CH_OTA_EXP,NET,3,1033.25,Checked-Out,FALSE,0.15,0,1033.25,344.4166667,344.4166667,0.03,10.3325,Wednesday,1215.588235,182.3382353,1033.25
BK_01169,27/2/2026,12/3/2026,CH_WHOLE,CORP,2,374.08,Confirmed,TRUE,0,0,374.08,187.04,187.04,0.02,3.7408,Thursday,374.08,0,374.08
BK_01172,18/11/2026,15/1/2027,CH_DIRECT,CORP,1,168.65,Confirmed,TRUE,0,0,168.65,168.65,168.65,0.01,1.6865,Friday,168.65,0,168.65
BK_01174,30/4/2025,2/5/2025,CH_OTA_EXP,NET,2,741.12,Checked-Out,FALSE,0.15,0,741.12,370.56,370.56,0.02,7.4112,Friday,871.9058824,130.7858824,741.12
BK_01175,9/9/2026,11/11/2026,CH_DIRECT,CORP,3,1088.99,Checked-Out,TRUE,0,0,1088.99,362.9966667,362.9966667,0.03,10.8899,Wednesday,1088.99,0,1088.99
BK_01176,23/11/2026,13/1/2027,CH_DIRECT,RACK,1,136.75,Confirmed,TRUE,0,0,136.75,136.75,136.75,0.01,1.3675,Wednesday,136.75,0,136.75
BK_01177,25/4/2025,28/4/2025,CH_OTA_EXP,RACK,1,282.07,Confirmed,TRUE,0.15,42.3105,239.7595,282.07,239.7595,0.01,2.397595,Monday,282.07,42.3105,239.7595
BK_01179,1/6/2025,1/8/2025,CH_WHOLE,RACK,1,149.76,Confirmed,TRUE,0,0,149.76,149.76,149.76,0.01,1.4976,Friday,149.76,0,149.76
BK_01180,21/12/2026,16/2/2027,CH_WHOLE,NET,1,441.11,Checked-Out,FALSE,0,0,441.11,441.11,441.11,0.01,4.4111,Tuesday,441.11,0,441.11
BK_01181,6/9/2025,2/10/2025,CH_DIRECT,NET,1,220.22,Confirmed,FALSE,0,0,220.22,220.22,220.22,0.01,2.2022,Thursday,220.22,0,220.22
BK_01182,8/10/2026,3/12/2026,CH_WHOLE,NET,3,969.11,Checked-Out,FALSE,0,0,969.11,323.0366667,323.0366667,0.03,9.6911,Thursday,969.11,0,969.11
BK_01183,22/7/2026,29/8/2026,CH_OTA_BKG,NET,2,568.32,Checked-Out,FALSE,0.18,0,568.32,284.16,284.16,0.02,5.6832,Saturday,693.0731707,124.7531707,568.32
BK_01184,19/9/2026,15/12/2026,CH_WHOLE,PROMO,3,316.49,Confirmed,TRUE,0,0,316.49,105.4966667,105.4966667,0.03,3.1649,Tuesday,316.49,0,316.49
BK_01186,30/4/2026,15/5/2026,CH_WHOLE,CORP,2,745.91,Confirmed,TRUE,0,0,745.91,372.955,372.955,0.02,7.4591,Friday,745.91,0,745.91
BK_01187,15/6/2025,22/7/2025,CH_OTA_EXP,NET,2,528.01,Checked-Out,FALSE,0.15,0,528.01,264.005,264.005,0.02,5.2801,Tuesday,621.1882353,93.17823529,528.01
BK_01188,13/8/2025,28/10/2025,CH_DIRECT,NET,1,450.93,Checked-Out,FALSE,0,0,450.93,450.93,450.93,0.01,4.5093,Tuesday,450.93,0,450.93
BK_01189,30/12/2026,18/2/2027,CH_WHOLE,CORP,2,831.79,Confirmed,TRUE,0,0,831.79,415.895,415.895,0.02,8.3179,Thursday,831.79,0,831.79
BK_01190,29/9/2026,26/10/2026,CH_DIRECT,RACK,3,848.44,Confirmed,TRUE,0,0,848.44,282.8133333,282.8133333,0.03,8.4844,Monday,848.44,0,848.44
BK_01193,1/1/2026,29/3/2026,CH_OTA_EXP,PROMO,3,280.28,Confirmed,TRUE,0.15,42.042,238.238,93.42666667,79.41266667,0.03,2.38238,Sunday,280.28,42.042,238.238
BK_01195,22/9/2025,5/11/2025,CH_DIRECT,RACK,3,577.04,Confirmed,TRUE,0,0,577.04,192.3466667,192.3466667,0.03,5.7704,Wednesday,577.04,0,577.04
BK_01196,8/12/2026,12/2/2027,CH_OTA_BKG,RACK,2,831.15,Confirmed,TRUE,0.18,149.607,681.543,415.575,340.7715,0.02,6.81543,Friday,831.15,149.607,681.543
BK_01197,19/4/2025,7/7/2025,CH_OTA_BKG,RACK,3,372.82,Checked-Out,TRUE,0.18,67.1076,305.7124,124.2733333,101.9041333,0.03,3.057124,Monday,372.82,67.1076,305.7124
BK_01199,3/6/2026,6/8/2026,CH_OTA_BKG,PROMO,3,698.31,Confirmed,TRUE,0.18,125.6958,572.6142,232.77,190.8714,0.03,5.726142,Thursday,698.31,125.6958,572.6142
BK_01202,5/1/2026,27/3/2026,CH_OTA_EXP,PROMO,3,771.37,Confirmed,TRUE,0.15,115.7055,655.6645,257.1233333,218.5548333,0.03,6.556645,Friday,771.37,115.7055,655.6645
BK_01203,22/5/2025,16/7/2025,CH_WHOLE,NET,2,959.55,Checked-Out,FALSE,0,0,959.55,479.775,479.775,0.02,9.5955,Wednesday,959.55,0,959.55
BK_01204,30/11/2026,16/1/2027,CH_OTA_BKG,NET,1,403.46,Checked-Out,FALSE,0.18,0,403.46,403.46,403.46,0.01,4.0346,Saturday,492.0243902,88.56439024,403.46
BK_01205,14/6/2026,23/6/2026,CH_OTA_BKG,CORP,2,497.39,Confirmed,TRUE,0.18,89.5302,407.8598,248.695,203.9299,0.02,4.078598,Tuesday,497.39,89.5302,407.8598
BK_01206,21/3/2026,29/3/2026,CH_WHOLE,RACK,3,1402.37,Confirmed,TRUE,0,0,1402.37,467.4566667,467.4566667,0.03,14.0237,Sunday,1402.37,0,1402.37
BK_01207,12/8/2026,20/8/2026,CH_DIRECT,NET,2,904.06,Checked-Out,FALSE,0,0,904.06,452.03,452.03,0.02,9.0406,Thursday,904.06,0,904.06
BK_01208,21/7/2026,29/8/2026,CH_DIRECT,CORP,1,427.34,Checked-Out,TRUE,0,0,427.34,427.34,427.34,0.01,4.2734,Saturday,427.34,0,427.34
BK_01209,18/9/2026,7/10/2026,CH_WHOLE,NET,3,498.47,Checked-Out,FALSE,0,0,498.47,166.1566667,166.1566667,0.03,4.9847,Wednesday,498.47,0,498.47
BK_01210,2/10/2026,21/12/2026,CH_WHOLE,CORP,3,749.68,Confirmed,TRUE,0,0,749.68,249.8933333,249.8933333,0.03,7.4968,Monday,749.68,0,749.68
BK_01211,5/11/2025,16/11/2025,CH_OTA_BKG,CORP,2,769.08,Checked-Out,TRUE,0.18,138.4344,630.6456,384.54,315.3228,0.02,6.306456,Sunday,769.08,138.4344,630.6456
BK_01213,18/6/2026,1/8/2026,CH_OTA_EXP,RACK,1,453.93,Checked-Out,TRUE,0.15,68.0895,385.8405,453.93,385.8405,0.01,3.858405,Saturday,453.93,68.0895,385.8405
BK_01214,30/8/2026,3/10/2026,CH_OTA_EXP,CORP,3,772.66,Checked-Out,TRUE,0.15,115.899,656.761,257.5533333,218.9203333,0.03,6.56761,Saturday,772.66,115.899,656.761
BK_01215,24/4/2025,2/5/2025,CH_DIRECT,CORP,3,879.45,Confirmed,TRUE,0,0,879.45,293.15,293.15,0.03,8.7945,Friday,879.45,0,879.45
BK_01216,18/2/2025,13/5/2025,CH_OTA_BKG,NET,2,640.85,Confirmed,FALSE,0.18,0,640.85,320.425,320.425,0.02,6.4085,Tuesday,781.5243902,140.6743902,640.85
BK_01217,10/4/2026,24/5/2026,CH_OTA_EXP,PROMO,2,411.33,Checked-Out,TRUE,0.15,61.6995,349.6305,205.665,174.81525,0.02,3.496305,Sunday,411.33,61.6995,349.6305
BK_01218,10/8/2026,5/11/2026,CH_OTA_EXP,NET,3,1169.27,Confirmed,FALSE,0.15,0,1169.27,389.7566667,389.7566667,0.03,11.6927,Thursday,1375.611765,206.3417647,1169.27
BK_01219,2/12/2025,7/2/2026,CH_OTA_EXP,CORP,2,242.31,Checked-Out,TRUE,0.15,36.3465,205.9635,121.155,102.98175,0.02,2.059635,Saturday,242.31,36.3465,205.9635
BK_01220,12/3/2026,4/5/2026,CH_OTA_BKG,RACK,1,258.45,Confirmed,TRUE,0.18,46.521,211.929,258.45,211.929,0.01,2.11929,Monday,258.45,46.521,211.929
BK_01223,27/3/2026,24/6/2026,CH_WHOLE,NET,1,140.63,Confirmed,FALSE,0,0,140.63,140.63,140.63,0.01,1.4063,Wednesday,140.63,0,140.63
BK_01225,3/2/2025,24/2/2025,CH_DIRECT,RACK,3,1313.92,Confirmed,TRUE,0,0,1313.92,437.9733333,437.9733333,0.03,13.1392,Monday,1313.92,0,1313.92
BK_01227,9/11/2025,27/12/2025,CH_DIRECT,CORP,2,183.5,Confirmed,TRUE,0,0,183.5,91.75,91.75,0.02,1.835,Saturday,183.5,0,183.5
BK_01228,26/5/2025,10/8/2025,CH_WHOLE,RACK,2,906.81,Confirmed,TRUE,0,0,906.81,453.405,453.405,0.02,9.0681,Sunday,906.81,0,906.81
BK_01229,7/7/2025,8/9/2025,CH_OTA_BKG,RACK,3,679.3,Confirmed,TRUE,0.18,122.274,557.026,226.4333333,185.6753333,0.03,5.57026,Monday,679.3,122.274,557.026
BK_01231,13/9/2026,30/9/2026,CH_OTA_EXP,NET,2,720.47,Confirmed,FALSE,0.15,0,720.47,360.235,360.235,0.02,7.2047,Wednesday,847.6117647,127.1417647,720.47
BK_01233,8/7/2026,14/7/2026,CH_WHOLE,CORP,3,351.55,Confirmed,TRUE,0,0,351.55,117.1833333,117.1833333,0.03,3.5155,Tuesday,351.55,0,351.55
BK_01234,26/12/2026,30/12/2026,CH_DIRECT,RACK,3,944.78,Confirmed,TRUE,0,0,944.78,314.9266667,314.9266667,0.03,9.4478,Wednesday,944.78,0,944.78
BK_01235,26/9/2026,5/12/2026,CH_OTA_BKG,PROMO,2,582.22,Confirmed,TRUE,0.18,104.7996,477.4204,291.11,238.7102,0.02,4.774204,Saturday,582.22,104.7996,477.4204
BK_01236,4/5/2025,28/7/2025,CH_OTA_EXP,RACK,2,820.88,Confirmed,TRUE,0.15,123.132,697.748,410.44,348.874,0.02,6.97748,Monday,820.88,123.132,697.748
BK_01239,25/1/2025,3/4/2025,CH_DIRECT,NET,2,236.46,Confirmed,FALSE,0,0,236.46,118.23,118.23,0.02,2.3646,Thursday,236.46,0,236.46
BK_01240,9/7/2026,31/7/2026,CH_DIRECT,PROMO,1,187.33,Confirmed,TRUE,0,0,187.33,187.33,187.33,0.01,1.8733,Friday,187.33,0,187.33
BK_01242,5/7/2025,9/7/2025,CH_OTA_BKG,CORP,2,242.95,Confirmed,TRUE,0.18,43.731,199.219,121.475,99.6095,0.02,1.99219,Wednesday,242.95,43.731,199.219
BK_01243,27/2/2026,10/4/2026,CH_DIRECT,NET,1,101.79,Confirmed,FALSE,0,0,101.79,101.79,101.79,0.01,1.0179,Friday,101.79,0,101.79
BK_01245,28/4/2025,2/6/2025,CH_OTA_BKG,CORP,2,624.62,Confirmed,TRUE,0.18,112.4316,512.1884,312.31,256.0942,0.02,5.121884,Monday,624.62,112.4316,512.1884
BK_01246,11/5/2026,15/5/2026,CH_WHOLE,PROMO,1,193.05,Checked-Out,TRUE,0,0,193.05,193.05,193.05,0.01,1.9305,Friday,193.05,0,193.05
BK_01248,27/3/2025,17/6/2025,CH_OTA_EXP,PROMO,2,613.97,Confirmed,TRUE,0.15,92.0955,521.8745,306.985,260.93725,0.02,5.218745,Tuesday,613.97,92.0955,521.8745
BK_01251,7/10/2025,23/12/2025,CH_DIRECT,NET,2,867.65,Confirmed,FALSE,0,0,867.65,433.825,433.825,0.02,8.6765,Tuesday,867.65,0,867.65
BK_01252,23/8/2026,28/10/2026,CH_DIRECT,RACK,1,390.46,Checked-Out,TRUE,0,0,390.46,390.46,390.46,0.01,3.9046,Wednesday,390.46,0,390.46
BK_01253,13/3/2025,21/4/2025,CH_OTA_BKG,NET,3,394.95,Confirmed,FALSE,0.18,0,394.95,131.65,131.65,0.03,3.9495,Monday,481.6463415,86.69634146,394.95
BK_01256,16/12/2025,12/1/2026,CH_WHOLE,CORP,1,463.89,Confirmed,TRUE,0,0,463.89,463.89,463.89,0.01,4.6389,Monday,463.89,0,463.89
BK_01258,24/7/2026,22/10/2026,CH_WHOLE,NET,3,342.25,Checked-Out,FALSE,0,0,342.25,114.0833333,114.0833333,0.03,3.4225,Thursday,342.25,0,342.25
BK_01260,8/9/2026,24/10/2026,CH_WHOLE,PROMO,3,1479.58,Confirmed,TRUE,0,0,1479.58,493.1933333,493.1933333,0.03,14.7958,Saturday,1479.58,0,1479.58
BK_01261,19/4/2026,6/6/2026,CH_OTA_EXP,NET,1,173.04,Confirmed,FALSE,0.15,0,173.04,173.04,173.04,0.01,1.7304,Saturday,203.5764706,30.53647059,173.04
