booking_id,booking_date,check_in_date,channel_id,rate_code_id,rooms_sold,gross_room_revenue,status,is_commissionable,default_commission_rate,commission_cost,net_room_revenue,adr,net_adr,OCC,net_revpar,Day Name
BK_03394,11/5/2025,22/7/2025,CH_OTA_EXP,PROMO,2,232.8,Confirmed,TRUE,0.15,34.92,197.88,116.4,98.94,2%,1.9788,Tuesday
BK_01144,11/5/2025,14/7/2025,CH_DIRECT,CORP,2,397.66,Cancelled,TRUE,0,0,397.66,198.83,198.83,2%,3.9766,Monday
BK_03363,11/5/2025,6/6/2025,CH_DIRECT,PROMO,2,613.88,Checked-Out,TRUE,0,0,613.88,306.94,306.94,2%,6.1388,Friday
BK_00085,11/5/2025,30/7/2025,CH_OTA_BKG,NET,3,951.13,Confirmed,FALSE,0.18,0,951.13,317.0433333,317.0433333,3%,9.5113,Wednesday
BK_00066,11/5/2025,5/6/2025,CH_WHOLE,NET,3,1182.65,Confirmed,FALSE,0,0,1182.65,394.2166667,394.2166667,3%,11.8265,Thursday
BK_02854,11/5/2025,6/6/2025,CH_OTA_BKG,PROMO,3,990.36,Cancelled,TRUE,0.18,178.2648,812.0952,330.12,270.6984,3%,8.120952,Friday
BK_01489,11/5/2025,22/6/2025,CH_WHOLE,NET,1,126.09,Confirmed,FALSE,0,0,126.09,126.09,126.09,1%,1.2609,Sunday
BK_01509,11/5/2025,5/6/2025,CH_WHOLE,CORP,3,1468.66,Cancelled,TRUE,0,0,1468.66,489.5533333,489.5533333,3%,14.6866,Thursday
BK_03871,12/5/2025,30/6/2025,CH_OTA_EXP,RACK,3,976.54,Cancelled,TRUE,0.15,146.481,830.059,325.5133333,276.6863333,3%,8.30059,Monday
BK_02048,12/5/2025,18/7/2025,CH_OTA_EXP,PROMO,3,831.96,Confirmed,TRUE,0.15,124.794,707.166,277.32,235.722,3%,7.07166,Friday
BK_03858,12/5/2025,27/7/2025,CH_OTA_EXP,NET,2,718.13,Confirmed,FALSE,0.15,0,718.13,359.065,359.065,2%,7.1813,Sunday
BK_02239,12/5/2025,29/6/2025,CH_WHOLE,RACK,1,267.77,Cancelled,TRUE,0,0,267.77,267.77,267.77,1%,2.6777,Sunday
BK_04420,12/5/2025,14/6/2025,CH_OTA_EXP,NET,1,140.79,Cancelled,FALSE,0.15,0,140.79,140.79,140.79,1%,1.4079,Saturday
BK_03746,12/5/2025,15/7/2025,CH_WHOLE,NET,2,343.41,Confirmed,FALSE,0,0,343.41,171.705,171.705,2%,3.4341,Tuesday
BK_00207,13/5/2025,1/7/2025,CH_OTA_EXP,CORP,1,246.77,Checked-Out,TRUE,0.15,37.0155,209.7545,246.77,209.7545,1%,2.097545,Tuesday
BK_02668,13/5/2025,23/6/2025,CH_OTA_EXP,NET,3,288.11,Checked-Out,FALSE,0.15,0,288.11,96.03666667,96.03666667,3%,2.8811,Monday
BK_03803,13/5/2025,30/7/2025,CH_DIRECT,NET,3,888.02,Cancelled,FALSE,0,0,888.02,296.0066667,296.0066667,3%,8.8802,Wednesday
BK_00583,13/5/2025,27/5/2025,CH_WHOLE,CORP,1,107.42,Confirmed,TRUE,0,0,107.42,107.42,107.42,1%,1.0742,Tuesday
BK_04708,13/5/2025,11/6/2025,CH_DIRECT,RACK,2,481.08,Cancelled,TRUE,0,0,481.08,240.54,240.54,2%,4.8108,Wednesday
BK_03001,14/5/2025,18/7/2025,CH_OTA_BKG,NET,2,904.52,Cancelled,FALSE,0.18,0,904.52,452.26,452.26,2%,9.0452,Friday
BK_03480,14/5/2025,12/7/2025,CH_OTA_EXP,PROMO,1,376.59,Confirmed,TRUE,0.15,56.4885,320.1015,376.59,320.1015,1%,3.201015,Saturday
BK_02755,14/5/2025,11/6/2025,CH_OTA_BKG,CORP,1,453,Confirmed,TRUE,0.18,81.54,371.46,453,371.46,1%,3.7146,Wednesday
BK_04972,14/5/2025,3/8/2025,CH_OTA_BKG,PROMO,3,1120.15,Cancelled,TRUE,0.18,201.627,918.523,373.3833333,306.1743333,3%,9.18523,Sunday
BK_04341,14/5/2025,26/6/2025,CH_OTA_BKG,PROMO,3,647.89,Checked-Out,TRUE,0.18,116.6202,531.2698,215.9633333,177.0899333,3%,5.312698,Thursday
BK_04623,14/5/2025,28/6/2025,CH_OTA_BKG,PROMO,3,328.31,Cancelled,TRUE,0.18,59.0958,269.2142,109.4366667,89.73806667,3%,2.692142,Saturday
BK_01504,14/5/2025,26/6/2025,CH_DIRECT,CORP,3,1221.3,Checked-Out,TRUE,0,0,1221.3,407.1,407.1,3%,12.213,Thursday
BK_00606,14/5/2025,15/7/2025,CH_WHOLE,RACK,2,530.18,Confirmed,TRUE,0,0,530.18,265.09,265.09,2%,5.3018,Tuesday
BK_02189,14/5/2025,16/7/2025,CH_DIRECT,RACK,3,362.3,Confirmed,TRUE,0,0,362.3,120.7666667,120.7666667,3%,3.623,Wednesday
BK_00813,14/5/2025,1/6/2025,CH_WHOLE,PROMO,2,492.07,Checked-Out,TRUE,0,0,492.07,246.035,246.035,2%,4.9207,Sunday
BK_03240,15/5/2025,31/7/2025,CH_OTA_BKG,NET,2,390.38,Cancelled,FALSE,0.18,0,390.38,195.19,195.19,2%,3.9038,Thursday
BK_00133,15/5/2025,21/6/2025,CH_WHOLE,NET,1,92.13,Checked-Out,FALSE,0,0,92.13,92.13,92.13,1%,0.9213,Saturday
BK_01015,16/5/2025,16/7/2025,CH_DIRECT,NET,2,779.68,Confirmed,FALSE,0,0,779.68,389.84,389.84,2%,7.7968,Wednesday
BK_00449,16/5/2025,31/7/2025,CH_OTA_EXP,NET,1,83.39,Cancelled,FALSE,0.15,0,83.39,83.39,83.39,1%,0.8339,Thursday
BK_04189,16/5/2025,13/8/2025,CH_OTA_BKG,CORP,2,179.45,Confirmed,TRUE,0.18,32.301,147.149,89.725,73.5745,2%,1.47149,Wednesday
BK_00046,16/5/2025,30/6/2025,CH_OTA_BKG,PROMO,2,399.39,Cancelled,TRUE,0.18,71.8902,327.4998,199.695,163.7499,2%,3.274998,Monday
BK_01771,16/5/2025,18/5/2025,CH_DIRECT,CORP,1,499.5,Checked-Out,TRUE,0,0,499.5,499.5,499.5,1%,4.995,Sunday
BK_03864,17/5/2025,13/8/2025,CH_OTA_EXP,CORP,3,981.36,Confirmed,TRUE,0.15,147.204,834.156,327.12,278.052,3%,8.34156,Wednesday
BK_04809,17/5/2025,18/5/2025,CH_OTA_BKG,NET,1,311.17,Confirmed,FALSE,0.18,0,311.17,311.17,311.17,1%,3.1117,Sunday
BK_01128,17/5/2025,20/6/2025,CH_OTA_EXP,CORP,2,326.88,Cancelled,TRUE,0.15,49.032,277.848,163.44,138.924,2%,2.77848,Friday
BK_02586,18/5/2025,26/5/2025,CH_OTA_BKG,CORP,3,329.35,Confirmed,TRUE,0.18,59.283,270.067,109.7833333,90.02233333,3%,2.70067,Monday
BK_00780,18/5/2025,20/6/2025,CH_OTA_BKG,NET,3,791.25,Cancelled,FALSE,0.18,0,791.25,263.75,263.75,3%,7.9125,Friday
BK_04816,18/5/2025,4/6/2025,CH_OTA_EXP,CORP,1,144.49,Checked-Out,TRUE,0.15,21.6735,122.8165,144.49,122.8165,1%,1.228165,Wednesday
BK_04670,18/5/2025,28/5/2025,CH_DIRECT,NET,1,212.7,Confirmed,FALSE,0,0,212.7,212.7,212.7,1%,2.127,Wednesday
BK_00323,18/5/2025,22/7/2025,CH_WHOLE,CORP,1,419.7,Cancelled,TRUE,0,0,419.7,419.7,419.7,1%,4.197,Tuesday
BK_03354,18/5/2025,22/6/2025,CH_DIRECT,CORP,3,920.46,Confirmed,TRUE,0,0,920.46,306.82,306.82,3%,9.2046,Sunday
BK_00624,18/5/2025,21/7/2025,CH_OTA_BKG,RACK,3,1418.49,Checked-Out,TRUE,0.18,255.3282,1163.1618,472.83,387.7206,3%,11.631618,Monday
BK_03295,19/5/2025,27/6/2025,CH_OTA_EXP,NET,1,248.19,Cancelled,FALSE,0.15,0,248.19,248.19,248.19,1%,2.4819,Friday
BK_00836,19/5/2025,14/7/2025,CH_OTA_EXP,PROMO,2,216.96,Checked-Out,TRUE,0.15,32.544,184.416,108.48,92.208,2%,1.84416,Monday
BK_01862,19/5/2025,10/6/2025,CH_WHOLE,RACK,2,509.69,Confirmed,TRUE,0,0,509.69,254.845,254.845,2%,5.0969,Tuesday
BK_03338,19/5/2025,28/5/2025,CH_DIRECT,PROMO,2,965.09,Checked-Out,TRUE,0,0,965.09,482.545,482.545,2%,9.6509,Wednesday
BK_01047,19/5/2025,4/7/2025,CH_OTA_EXP,RACK,2,463.38,Checked-Out,TRUE,0.15,69.507,393.873,231.69,196.9365,2%,3.93873,Friday
BK_02538,19/5/2025,26/5/2025,CH_OTA_EXP,PROMO,1,181,Confirmed,TRUE,0.15,27.15,153.85,181,153.85,1%,1.5385,Monday
BK_04026,20/5/2025,19/6/2025,CH_OTA_BKG,NET,3,1030.68,Cancelled,FALSE,0.18,0,1030.68,343.56,343.56,3%,10.3068,Thursday
BK_03035,20/5/2025,20/6/2025,CH_DIRECT,RACK,2,312.54,Confirmed,TRUE,0,0,312.54,156.27,156.27,2%,3.1254,Friday
BK_02920,20/5/2025,25/6/2025,CH_WHOLE,PROMO,3,445.32,Checked-Out,TRUE,0,0,445.32,148.44,148.44,3%,4.4532,Wednesday
BK_03468,20/5/2025,22/5/2025,CH_WHOLE,NET,3,500.66,Cancelled,FALSE,0,0,500.66,166.8866667,166.8866667,3%,5.0066,Thursday
BK_03119,20/5/2025,4/6/2025,CH_OTA_EXP,NET,2,881.12,Cancelled,FALSE,0.15,0,881.12,440.56,440.56,2%,8.8112,Wednesday
BK_00488,20/5/2025,3/8/2025,CH_OTA_BKG,PROMO,1,149.04,Cancelled,TRUE,0.18,26.8272,122.2128,149.04,122.2128,1%,1.222128,Sunday
BK_04966,20/5/2025,6/6/2025,CH_OTA_EXP,RACK,2,183.71,Cancelled,TRUE,0.15,27.5565,156.1535,91.855,78.07675,2%,1.561535,Friday
BK_01068,20/5/2025,23/7/2025,CH_DIRECT,CORP,3,1149.89,Confirmed,TRUE,0,0,1149.89,383.2966667,383.2966667,3%,11.4989,Wednesday
BK_00138,20/5/2025,29/5/2025,CH_DIRECT,NET,2,944.77,Checked-Out,FALSE,0,0,944.77,472.385,472.385,2%,9.4477,Thursday
BK_03082,21/5/2025,24/5/2025,CH_DIRECT,PROMO,2,980.17,Checked-Out,TRUE,0,0,980.17,490.085,490.085,2%,9.8017,Saturday
BK_00267,21/5/2025,28/7/2025,CH_DIRECT,NET,2,705.63,Confirmed,FALSE,0,0,705.63,352.815,352.815,2%,7.0563,Monday
BK_02766,21/5/2025,23/6/2025,CH_WHOLE,NET,1,126.44,Checked-Out,FALSE,0,0,126.44,126.44,126.44,1%,1.2644,Monday
BK_02479,21/5/2025,28/7/2025,CH_OTA_BKG,CORP,1,119.97,Cancelled,TRUE,0.18,21.5946,98.3754,119.97,98.3754,1%,0.983754,Monday
BK_01820,21/5/2025,5/8/2025,CH_WHOLE,PROMO,3,486.55,Cancelled,TRUE,0,0,486.55,162.1833333,162.1833333,3%,4.8655,Tuesday
BK_02817,21/5/2025,24/6/2025,CH_WHOLE,NET,1,496.05,Checked-Out,FALSE,0,0,496.05,496.05,496.05,1%,4.9605,Tuesday
BK_04112,22/5/2025,17/8/2025,CH_WHOLE,CORP,1,407.74,Checked-Out,TRUE,0,0,407.74,407.74,407.74,1%,4.0774,Sunday
BK_00015,22/5/2025,27/7/2025,CH_WHOLE,RACK,1,441.66,Confirmed,TRUE,0,0,441.66,441.66,441.66,1%,4.4166,Sunday
BK_02696,22/5/2025,25/7/2025,CH_DIRECT,CORP,3,1365.4,Cancelled,TRUE,0,0,1365.4,455.1333333,455.1333333,3%,13.654,Friday
BK_00835,22/5/2025,5/8/2025,CH_OTA_EXP,PROMO,2,738.37,Checked-Out,TRUE,0.15,110.7555,627.6145,369.185,313.80725,2%,6.276145,Tuesday
BK_04066,22/5/2025,11/6/2025,CH_OTA_BKG,RACK,3,1091.62,Cancelled,TRUE,0.18,196.4916,895.1284,363.8733333,298.3761333,3%,8.951284,Wednesday
BK_03698,22/5/2025,11/7/2025,CH_OTA_BKG,CORP,1,134.49,Cancelled,TRUE,0.18,24.2082,110.2818,134.49,110.2818,1%,1.102818,Friday
BK_01203,22/5/2025,16/7/2025,CH_WHOLE,NET,2,959.55,Checked-Out,FALSE,0,0,959.55,479.775,479.775,2%,9.5955,Wednesday
BK_04546,22/5/2025,5/7/2025,CH_OTA_EXP,NET,1,139.05,Confirmed,FALSE,0.15,0,139.05,139.05,139.05,1%,1.3905,Saturday
BK_00422,22/5/2025,4/8/2025,CH_WHOLE,NET,1,284.4,Checked-Out,FALSE,0,0,284.4,284.4,284.4,1%,2.844,Monday
BK_00628,22/5/2025,14/7/2025,CH_DIRECT,CORP,3,1168.39,Checked-Out,TRUE,0,0,1168.39,389.4633333,389.4633333,3%,11.6839,Monday
BK_00014,23/5/2025,24/6/2025,CH_DIRECT,NET,3,743.24,Confirmed,FALSE,0,0,743.24,247.7466667,247.7466667,3%,7.4324,Tuesday
BK_01055,23/5/2025,19/7/2025,CH_DIRECT,PROMO,3,623.9,Checked-Out,TRUE,0,0,623.9,207.9666667,207.9666667,3%,6.239,Saturday
BK_01326,23/5/2025,12/6/2025,CH_DIRECT,NET,2,331.53,Cancelled,FALSE,0,0,331.53,165.765,165.765,2%,3.3153,Thursday
BK_04417,23/5/2025,16/8/2025,CH_DIRECT,NET,1,399.23,Checked-Out,FALSE,0,0,399.23,399.23,399.23,1%,3.9923,Saturday
BK_04191,23/5/2025,22/7/2025,CH_DIRECT,PROMO,1,395.25,Checked-Out,TRUE,0,0,395.25,395.25,395.25,1%,3.9525,Tuesday
BK_04012,24/5/2025,10/8/2025,CH_WHOLE,NET,1,460.02,Checked-Out,FALSE,0,0,460.02,460.02,460.02,1%,4.6002,Sunday
BK_00367,24/5/2025,2/8/2025,CH_WHOLE,PROMO,3,1487.81,Confirmed,TRUE,0,0,1487.81,495.9366667,495.9366667,3%,14.8781,Saturday
BK_02674,24/5/2025,9/7/2025,CH_DIRECT,PROMO,3,550.75,Confirmed,TRUE,0,0,550.75,183.5833333,183.5833333,3%,5.5075,Wednesday
BK_01858,24/5/2025,3/8/2025,CH_WHOLE,NET,1,204.64,Cancelled,FALSE,0,0,204.64,204.64,204.64,1%,2.0464,Sunday
BK_04202,24/5/2025,5/6/2025,CH_DIRECT,NET,2,969.19,Checked-Out,FALSE,0,0,969.19,484.595,484.595,2%,9.6919,Thursday
BK_02081,24/5/2025,15/7/2025,CH_OTA_BKG,PROMO,1,266.22,Checked-Out,TRUE,0.18,47.9196,218.3004,266.22,218.3004,1%,2.183004,Tuesday
BK_03870,24/5/2025,12/7/2025,CH_OTA_BKG,RACK,3,723.5,Cancelled,TRUE,0.18,130.23,593.27,241.1666667,197.7566667,3%,5.9327,Saturday
BK_00327,24/5/2025,25/7/2025,CH_DIRECT,PROMO,1,189.53,Confirmed,TRUE,0,0,189.53,189.53,189.53,1%,1.8953,Friday
BK_02631,24/5/2025,15/7/2025,CH_WHOLE,PROMO,3,412.86,Confirmed,TRUE,0,0,412.86,137.62,137.62,3%,4.1286,Tuesday
BK_00621,24/5/2025,16/7/2025,CH_OTA_BKG,CORP,3,486.86,Confirmed,TRUE,0.18,87.6348,399.2252,162.2866667,133.0750667,3%,3.992252,Wednesday
BK_02358,24/5/2025,17/6/2025,CH_OTA_BKG,CORP,1,97.23,Confirmed,TRUE,0.18,17.5014,79.7286,97.23,79.7286,1%,0.797286,Tuesday
BK_04518,25/5/2025,29/7/2025,CH_WHOLE,NET,3,370.64,Confirmed,FALSE,0,0,370.64,123.5466667,123.5466667,3%,3.7064,Tuesday
BK_04004,25/5/2025,27/6/2025,CH_OTA_EXP,PROMO,2,590.32,Confirmed,TRUE,0.15,88.548,501.772,295.16,250.886,2%,5.01772,Friday
BK_04221,25/5/2025,21/8/2025,CH_OTA_BKG,RACK,3,874.31,Confirmed,TRUE,0.18,157.3758,716.9342,291.4366667,238.9780667,3%,7.169342,Thursday
BK_02236,25/5/2025,25/6/2025,CH_WHOLE,PROMO,2,572.03,Cancelled,TRUE,0,0,572.03,286.015,286.015,2%,5.7203,Wednesday
BK_02184,25/5/2025,25/7/2025,CH_OTA_BKG,NET,2,919.93,Checked-Out,FALSE,0.18,0,919.93,459.965,459.965,2%,9.1993,Friday
BK_02564,25/5/2025,23/8/2025,CH_WHOLE,CORP,3,455.3,Checked-Out,TRUE,0,0,455.3,151.7666667,151.7666667,3%,4.553,Saturday
BK_00973,25/5/2025,18/7/2025,CH_OTA_EXP,CORP,3,447.91,Confirmed,TRUE,0.15,67.1865,380.7235,149.3033333,126.9078333,3%,3.807235,Friday
BK_02503,25/5/2025,1/7/2025,CH_DIRECT,PROMO,2,806,Cancelled,TRUE,0,0,806,403,403,2%,8.06,Tuesday
BK_03897,26/5/2025,29/5/2025,CH_OTA_BKG,NET,2,909.98,Confirmed,FALSE,0.18,0,909.98,454.99,454.99,2%,9.0998,Thursday
BK_04093,26/5/2025,8/6/2025,CH_WHOLE,NET,2,630.03,Confirmed,FALSE,0,0,630.03,315.015,315.015,2%,6.3003,Sunday
BK_01974,26/5/2025,27/6/2025,CH_WHOLE,PROMO,2,241.59,Checked-Out,TRUE,0,0,241.59,120.795,120.795,2%,2.4159,Friday
BK_01228,26/5/2025,10/8/2025,CH_WHOLE,RACK,2,906.81,Confirmed,TRUE,0,0,906.81,453.405,453.405,2%,9.0681,Sunday
BK_03344,26/5/2025,19/6/2025,CH_OTA_BKG,RACK,2,425.62,Checked-Out,TRUE,0.18,76.6116,349.0084,212.81,174.5042,2%,3.490084,Thursday
BK_01592,26/5/2025,4/6/2025,CH_DIRECT,NET,1,205.3,Checked-Out,FALSE,0,0,205.3,205.3,205.3,1%,2.053,Wednesday
BK_03067,26/5/2025,16/6/2025,CH_OTA_BKG,RACK,3,607.97,Confirmed,TRUE,0.18,109.4346,498.5354,202.6566667,166.1784667,3%,4.985354,Monday
BK_02947,26/5/2025,8/7/2025,CH_DIRECT,NET,3,730.22,Checked-Out,FALSE,0,0,730.22,243.4066667,243.4066667,3%,7.3022,Tuesday
BK_03139,26/5/2025,27/7/2025,CH_DIRECT,CORP,1,457.43,Confirmed,TRUE,0,0,457.43,457.43,457.43,1%,4.5743,Sunday
BK_01455,27/5/2025,4/8/2025,CH_OTA_EXP,RACK,3,1163.17,Checked-Out,TRUE,0.15,174.4755,988.6945,387.7233333,329.5648333,3%,9.886945,Monday
BK_04590,27/5/2025,3/8/2025,CH_OTA_BKG,CORP,1,489.26,Cancelled,TRUE,0.18,88.0668,401.1932,489.26,401.1932,1%,4.011932,Sunday
BK_04025,27/5/2025,26/6/2025,CH_OTA_BKG,CORP,2,770.64,Confirmed,TRUE,0.18,138.7152,631.9248,385.32,315.9624,2%,6.319248,Thursday
BK_03977,27/5/2025,6/8/2025,CH_OTA_EXP,PROMO,1,313.55,Cancelled,TRUE,0.15,47.0325,266.5175,313.55,266.5175,1%,2.665175,Wednesday
BK_02064,27/5/2025,17/8/2025,CH_OTA_BKG,PROMO,1,246.64,Confirmed,TRUE,0.18,44.3952,202.2448,246.64,202.2448,1%,2.022448,Sunday
BK_04041,27/5/2025,30/6/2025,CH_WHOLE,CORP,3,1069.97,Checked-Out,TRUE,0,0,1069.97,356.6566667,356.6566667,3%,10.6997,Monday
BK_01808,27/5/2025,2/6/2025,CH_OTA_EXP,NET,3,590.6,Checked-Out,FALSE,0.15,0,590.6,196.8666667,196.8666667,3%,5.906,Monday
BK_02599,27/5/2025,15/8/2025,CH_OTA_EXP,CORP,2,789.72,Confirmed,TRUE,0.15,118.458,671.262,394.86,335.631,2%,6.71262,Friday
BK_02177,28/5/2025,4/7/2025,CH_OTA_EXP,NET,2,900.83,Cancelled,FALSE,0.15,0,900.83,450.415,450.415,2%,9.0083,Friday
BK_00354,28/5/2025,27/7/2025,CH_OTA_BKG,NET,2,628.12,Confirmed,FALSE,0.18,0,628.12,314.06,314.06,2%,6.2812,Sunday
BK_00145,28/5/2025,20/7/2025,CH_OTA_EXP,RACK,2,816.48,Cancelled,TRUE,0.15,122.472,694.008,408.24,347.004,2%,6.94008,Sunday
BK_04062,28/5/2025,29/6/2025,CH_OTA_EXP,NET,3,1161.23,Confirmed,FALSE,0.15,0,1161.23,387.0766667,387.0766667,3%,11.6123,Sunday
BK_02219,28/5/2025,6/8/2025,CH_OTA_EXP,RACK,3,1199.7,Confirmed,TRUE,0.15,179.955,1019.745,399.9,339.915,3%,10.19745,Wednesday
BK_04649,28/5/2025,5/6/2025,CH_WHOLE,NET,2,841.6,Cancelled,FALSE,0,0,841.6,420.8,420.8,2%,8.416,Thursday
BK_01597,29/5/2025,10/7/2025,CH_DIRECT,RACK,1,456.53,Confirmed,TRUE,0,0,456.53,456.53,456.53,1%,4.5653,Thursday
BK_00709,29/5/2025,29/7/2025,CH_WHOLE,RACK,1,190.5,Cancelled,TRUE,0,0,190.5,190.5,190.5,1%,1.905,Tuesday
BK_02828,29/5/2025,11/6/2025,CH_DIRECT,RACK,2,387.53,Checked-Out,TRUE,0,0,387.53,193.765,193.765,2%,3.8753,Wednesday
BK_01937,29/5/2025,19/8/2025,CH_WHOLE,NET,2,450.12,Cancelled,FALSE,0,0,450.12,225.06,225.06,2%,4.5012,Tuesday
BK_02298,29/5/2025,14/8/2025,CH_DIRECT,PROMO,3,415.8,Confirmed,TRUE,0,0,415.8,138.6,138.6,3%,4.158,Thursday
BK_01026,29/5/2025,27/7/2025,CH_DIRECT,PROMO,1,487.46,Checked-Out,TRUE,0,0,487.46,487.46,487.46,1%,4.8746,Sunday
BK_01117,29/5/2025,15/7/2025,CH_WHOLE,CORP,2,177.7,Checked-Out,TRUE,0,0,177.7,88.85,88.85,2%,1.777,Tuesday
BK_04716,29/5/2025,19/6/2025,CH_DIRECT,PROMO,2,610.82,Cancelled,TRUE,0,0,610.82,305.41,305.41,2%,6.1082,Thursday
BK_01716,30/5/2025,20/8/2025,CH_OTA_BKG,PROMO,1,423.79,Checked-Out,TRUE,0.18,76.2822,347.5078,423.79,347.5078,1%,3.475078,Wednesday
BK_03409,30/5/2025,16/6/2025,CH_OTA_EXP,CORP,2,841.82,Cancelled,TRUE,0.15,126.273,715.547,420.91,357.7735,2%,7.15547,Monday
BK_01973,30/5/2025,3/7/2025,CH_OTA_BKG,PROMO,2,506.83,Cancelled,TRUE,0.18,91.2294,415.6006,253.415,207.8003,2%,4.156006,Thursday
BK_02343,30/5/2025,21/8/2025,CH_OTA_BKG,CORP,2,490.34,Cancelled,TRUE,0.18,88.2612,402.0788,245.17,201.0394,2%,4.020788,Thursday
BK_01497,30/5/2025,24/7/2025,CH_OTA_BKG,PROMO,1,443.03,Cancelled,TRUE,0.18,79.7454,363.2846,443.03,363.2846,1%,3.632846,Thursday
BK_02398,30/5/2025,20/8/2025,CH_OTA_BKG,CORP,2,204.62,Cancelled,TRUE,0.18,36.8316,167.7884,102.31,83.8942,2%,1.677884,Wednesday
BK_02620,30/5/2025,24/6/2025,CH_DIRECT,CORP,1,185.81,Confirmed,TRUE,0,0,185.81,185.81,185.81,1%,1.8581,Tuesday
BK_01423,31/5/2025,16/8/2025,CH_DIRECT,PROMO,3,1078.34,Checked-Out,TRUE,0,0,1078.34,359.4466667,359.4466667,3%,10.7834,Saturday
BK_02332,31/5/2025,9/7/2025,CH_OTA_EXP,NET,1,236.18,Checked-Out,FALSE,0.15,0,236.18,236.18,236.18,1%,2.3618,Wednesday
BK_01387,31/5/2025,3/7/2025,CH_OTA_EXP,PROMO,1,129.03,Confirmed,TRUE,0.15,19.3545,109.6755,129.03,109.6755,1%,1.096755,Thursday
BK_03828,31/5/2025,15/8/2025,CH_OTA_EXP,NET,3,1004.44,Confirmed,FALSE,0.15,0,1004.44,334.8133333,334.8133333,3%,10.0444,Friday
BK_00239,31/5/2025,26/7/2025,CH_OTA_BKG,PROMO,2,903.09,Confirmed,TRUE,0.18,162.5562,740.5338,451.545,370.2669,2%,7.405338,Saturday
BK_04348,31/5/2025,2/8/2025,CH_WHOLE,CORP,3,713.82,Cancelled,TRUE,0,0,713.82,237.94,237.94,3%,7.1382,Saturday
BK_02395,31/5/2025,28/7/2025,CH_OTA_EXP,CORP,2,365.37,Confirmed,TRUE,0.15,54.8055,310.5645,182.685,155.28225,2%,3.105645,Monday
BK_03617,31/5/2025,6/8/2025,CH_DIRECT,PROMO,3,1055.03,Checked-Out,TRUE,0,0,1055.03,351.6766667,351.6766667,3%,10.5503,Wednesday
BK_01179,1/6/2025,1/8/2025,CH_WHOLE,RACK,1,149.76,Confirmed,TRUE,0,0,149.76,149.76,149.76,1%,1.4976,Friday
BK_01020,1/6/2025,17/7/2025,CH_DIRECT,NET,1,339.82,Confirmed,FALSE,0,0,339.82,339.82,339.82,1%,3.3982,Thursday
BK_00811,1/6/2025,18/6/2025,CH_DIRECT,RACK,2,640.01,Confirmed,TRUE,0,0,640.01,320.005,320.005,2%,6.4001,Wednesday
BK_01104,1/6/2025,2/7/2025,CH_OTA_EXP,CORP,2,504.62,Confirmed,TRUE,0.15,75.693,428.927,252.31,214.4635,2%,4.28927,Wednesday
BK_02120,1/6/2025,10/6/2025,CH_DIRECT,RACK,3,587.87,Cancelled,TRUE,0,0,587.87,195.9566667,195.9566667,3%,5.8787,Tuesday
BK_00214,1/6/2025,2/7/2025,CH_OTA_BKG,PROMO,2,325.71,Checked-Out,TRUE,0.18,58.6278,267.0822,162.855,133.5411,2%,2.670822,Wednesday
BK_02437,1/6/2025,15/6/2025,CH_WHOLE,PROMO,1,383.56,Cancelled,TRUE,0,0,383.56,383.56,383.56,1%,3.8356,Sunday
BK_02295,1/6/2025,27/8/2025,CH_WHOLE,NET,2,967.56,Confirmed,FALSE,0,0,967.56,483.78,483.78,2%,9.6756,Wednesday
BK_04878,2/6/2025,7/6/2025,CH_OTA_BKG,NET,1,277.51,Confirmed,FALSE,0.18,0,277.51,277.51,277.51,1%,2.7751,Saturday
BK_00122,2/6/2025,7/7/2025,CH_OTA_EXP,RACK,1,149.69,Cancelled,TRUE,0.15,22.4535,127.2365,149.69,127.2365,1%,1.272365,Monday
BK_00373,2/6/2025,3/7/2025,CH_OTA_EXP,CORP,2,384.55,Cancelled,TRUE,0.15,57.6825,326.8675,192.275,163.43375,2%,3.268675,Thursday
BK_00996,2/6/2025,15/8/2025,CH_OTA_BKG,NET,1,96.82,Cancelled,FALSE,0.18,0,96.82,96.82,96.82,1%,0.9682,Friday
BK_03084,3/6/2025,13/7/2025,CH_OTA_BKG,PROMO,3,547,Checked-Out,TRUE,0.18,98.46,448.54,182.3333333,149.5133333,3%,4.4854,Sunday
BK_02657,3/6/2025,13/6/2025,CH_OTA_EXP,RACK,3,414.82,Checked-Out,TRUE,0.15,62.223,352.597,138.2733333,117.5323333,3%,3.52597,Friday
BK_02426,3/6/2025,12/8/2025,CH_WHOLE,NET,1,472.44,Checked-Out,FALSE,0,0,472.44,472.44,472.44,1%,4.7244,Tuesday
BK_00738,3/6/2025,3/8/2025,CH_OTA_BKG,PROMO,2,579.66,Checked-Out,TRUE,0.18,104.3388,475.3212,289.83,237.6606,2%,4.753212,Sunday
BK_02232,3/6/2025,8/7/2025,CH_DIRECT,PROMO,1,288.88,Confirmed,TRUE,0,0,288.88,288.88,288.88,1%,2.8888,Tuesday
BK_04891,3/6/2025,11/6/2025,CH_WHOLE,CORP,2,728.29,Cancelled,TRUE,0,0,728.29,364.145,364.145,2%,7.2829,Wednesday
BK_00226,3/6/2025,16/7/2025,CH_OTA_BKG,PROMO,2,420.59,Checked-Out,TRUE,0.18,75.7062,344.8838,210.295,172.4419,2%,3.448838,Wednesday
