booking_id,booking_date,check_in_date,channel_id,rate_code_id,rooms_sold,gross_room_revenue,status
BK_01029,2025-02-11,2025-03-01,CH_OTA_BKG,CORP,1,248.68,Confirmed
BK_01030,2026-04-02,2026-05-18,CH_OTA_BKG,CORP,1,335.42,Confirmed
BK_01031,2026-08-21,2026-10-28,CH_OTA_EXP,CORP,1,89.47,Checked-Out
BK_01032,2026-04-02,2026-06-28,CH_OTA_BKG,NET,1,286.0,Checked-Out
BK_01033,2026-09-12,2026-11-17,CH_OTA_BKG,CORP,2,284.27,Cancelled
BK_01034,2026-01-14,2026-03-05,CH_DIRECT,RACK,2,449.73,Cancelled
BK_01035,2026-04-02,2026-06-13,CH_OTA_BKG,PROMO,3,1358.63,Checked-Out
BK_01036,2026-03-02,2026-04-28,CH_DIRECT,PROMO,3,1462.65,Cancelled
BK_01037,2026-03-01,2026-03-19,CH_OTA_BKG,PROMO,1,207.36,Checked-Out
BK_01038,2025-12-10,2025-12-19,CH_WHOLE,RACK,1,251.97,Cancelled
BK_01039,2026-03-01,2026-03-24,CH_WHOLE,PROMO,1,158.12,Cancelled
BK_01040,2025-10-24,2026-01-03,CH_WHOLE,RACK,2,861.05,Cancelled
BK_01041,2026-05-21,2026-08-01,CH_WHOLE,PROMO,1,412.31,Confirmed
BK_01042,2025-09-26,2025-11-04,CH_WHOLE,RACK,3,1079.05,Cancelled
BK_01043,2026-03-04,2026-03-27,CH_WHOLE,PROMO,1,130.13,Cancelled
BK_01044,2026-05-20,2026-05-29,CH_DIRECT,NET,3,789.45,Cancelled
BK_01045,2026-10-06,2027-01-02,CH_WHOLE,RACK,2,590.52,Checked-Out
BK_01046,2025-01-18,2025-02-21,CH_OTA_EXP,RACK,1,214.27,Checked-Out
BK_01047,2025-05-19,2025-07-04,CH_OTA_EXP,RACK,2,463.38,Checked-Out
BK_01048,2025-12-31,2026-01-07,CH_DIRECT,CORP,3,1045.07,Confirmed
BK_01049,2026-06-11,2026-07-06,CH_OTA_EXP,RACK,3,1188.31,Checked-Out
BK_01050,2025-11-27,2026-01-07,CH_DIRECT,CORP,3,1119.44,Cancelled
BK_01051,2025-04-09,2025-06-17,CH_DIRECT,PROMO,1,137.52,Cancelled
BK_01052,2026-01-17,2026-03-21,CH_WHOLE,CORP,1,123.02,Confirmed
BK_01053,2026-05-31,2026-06-29,CH_OTA_EXP,RACK,2,546.81,Confirmed
BK_01054,2025-04-30,2025-05-17,CH_OTA_BKG,NET,2,421.72,Cancelled
BK_01055,2025-05-23,2025-07-19,CH_DIRECT,PROMO,3,623.9,Checked-Out
BK_01056,2025-05-02,2025-05-31,CH_OTA_EXP,PROMO,3,525.48,Confirmed
BK_01057,2025-08-03,2025-08-20,CH_OTA_BKG,NET,3,1201.41,Confirmed
BK_01058,2025-03-21,2025-03-24,CH_WHOLE,NET,1,162.47,Confirmed
BK_01059,2026-11-07,2027-01-12,CH_OTA_BKG,NET,1,461.58,Confirmed
BK_01060,2025-03-09,2025-04-17,CH_OTA_BKG,RACK,1,466.44,Confirmed
BK_01061,2026-08-25,2026-09-20,CH_OTA_EXP,CORP,1,118.13,Checked-Out
BK_01062,2025-10-12,2025-12-26,CH_DIRECT,CORP,1,439.16,Checked-Out
BK_01063,2026-09-20,2026-10-21,CH_OTA_BKG,RACK,3,1201.69,Checked-Out
BK_01064,2025-08-11,2025-09-05,CH_DIRECT,PROMO,3,245.45,Checked-Out
BK_01065,2025-04-12,2025-05-10,CH_WHOLE,CORP,3,982.62,Cancelled
BK_01066,2026-11-21,2026-12-05,CH_OTA_EXP,CORP,2,516.24,Checked-Out
BK_01067,2025-08-22,2025-10-14,CH_OTA_BKG,CORP,1,275.68,Checked-Out
BK_01068,2025-05-20,2025-07-23,CH_DIRECT,CORP,3,1149.89,Confirmed
BK_01069,2025-12-02,2026-02-04,CH_OTA_BKG,NET,2,543.83,Checked-Out
BK_01070,2025-11-16,2026-02-12,CH_WHOLE,PROMO,3,753.18,Cancelled
BK_01071,2025-07-13,2025-07-22,CH_WHOLE,CORP,1,85.37,Checked-Out
BK_01072,2026-05-19,2026-08-14,CH_OTA_BKG,NET,2,599.04,Checked-Out
BK_01073,2025-03-29,2025-04-14,CH_OTA_EXP,NET,2,743.83,Confirmed
BK_01074,2025-06-22,2025-07-01,CH_DIRECT,PROMO,2,328.22,Cancelled
BK_01075,2025-05-06,2025-06-05,CH_WHOLE,NET,2,802.45,Checked-Out
BK_01076,2026-08-31,2026-10-05,CH_WHOLE,CORP,2,720.01,Cancelled
BK_01077,2026-05-12,2026-07-17,CH_DIRECT,PROMO,2,250.75,Cancelled
BK_01078,2026-05-17,2026-07-20,CH_OTA_EXP,PROMO,1,121.83,Confirmed
BK_01079,2025-03-11,2025-05-14,CH_OTA_BKG,PROMO,2,667.85,Cancelled
BK_01080,2025-06-06,2025-07-15,CH_OTA_BKG,RACK,3,1187.03,Cancelled
BK_01081,2026-04-23,2026-05-19,CH_DIRECT,NET,2,584.03,Checked-Out
BK_01082,2025-12-18,2026-02-26,CH_OTA_BKG,RACK,2,899.31,Confirmed
BK_01083,2026-01-28,2026-03-27,CH_DIRECT,NET,2,546.11,Confirmed
BK_01084,2025-07-01,2025-09-11,CH_DIRECT,PROMO,2,521.77,Cancelled
BK_01085,2026-02-03,2026-04-07,CH_OTA_BKG,NET,3,937.77,Checked-Out
BK_01086,2026-08-09,2026-10-09,CH_WHOLE,PROMO,3,310.23,Cancelled
BK_01087,2026-05-22,2026-08-06,CH_WHOLE,CORP,2,429.21,Confirmed
BK_01088,2026-08-28,2026-09-03,CH_OTA_EXP,CORP,2,840.02,Checked-Out
BK_01089,2025-01-28,2025-04-19,CH_DIRECT,NET,1,259.82,Cancelled
BK_01090,2026-02-26,2026-04-12,CH_OTA_BKG,PROMO,1,178.54,Cancelled
BK_01091,2026-08-30,2026-09-10,CH_OTA_BKG,CORP,1,221.79,Confirmed
BK_01092,2026-07-06,2026-08-17,CH_OTA_BKG,NET,3,1327.84,Checked-Out
BK_01093,2026-06-12,2026-08-05,CH_DIRECT,RACK,3,831.82,Confirmed
BK_01094,2025-11-21,2026-01-09,CH_WHOLE,CORP,3,363.13,Cancelled
BK_01095,2025-04-13,2025-07-11,CH_OTA_EXP,CORP,2,582.33,Checked-Out
BK_01096,2025-12-14,2026-01-05,CH_DIRECT,CORP,2,329.48,Checked-Out
BK_01097,2025-03-19,2025-05-27,CH_OTA_EXP,CORP,2,199.93,Checked-Out
BK_01098,2026-02-16,2026-03-17,CH_OTA_BKG,RACK,3,664.42,Confirmed
BK_01099,2026-08-04,2026-10-11,CH_WHOLE,NET,1,225.87,Confirmed
BK_01100,2026-10-30,2026-12-08,CH_DIRECT,NET,3,920.33,Confirmed
BK_01101,2026-03-01,2026-04-22,CH_DIRECT,NET,3,1201.94,Confirmed
BK_01102,2025-01-20,2025-04-11,CH_OTA_EXP,NET,1,357.54,Checked-Out
BK_01103,2026-04-24,2026-05-29,CH_WHOLE,RACK,3,492.82,Cancelled
BK_01104,2025-06-01,2025-07-02,CH_OTA_EXP,CORP,2,504.62,Confirmed
BK_01105,2026-10-12,2026-11-08,CH_WHOLE,CORP,2,702.68,Cancelled
BK_01106,2026-12-05,2027-02-20,CH_OTA_EXP,NET,1,127.69,Confirmed
BK_01107,2025-01-29,2025-03-02,CH_DIRECT,NET,2,630.25,Cancelled
BK_01108,2026-03-09,2026-05-31,CH_OTA_BKG,PROMO,1,194.54,Confirmed
BK_01109,2025-09-22,2025-10-28,CH_OTA_EXP,RACK,3,852.16,Confirmed
BK_01110,2025-02-26,2025-03-09,CH_DIRECT,CORP,1,458.24,Cancelled
BK_01111,2026-01-08,2026-04-04,CH_OTA_BKG,NET,3,1301.87,Confirmed
BK_01112,2025-04-25,2025-07-08,CH_OTA_BKG,CORP,2,903.03,Confirmed
BK_01113,2026-09-07,2026-09-23,CH_DIRECT,CORP,3,1168.92,Checked-Out
BK_01114,2025-08-30,2025-10-24,CH_OTA_EXP,PROMO,1,153.56,Cancelled
BK_01115,2026-03-27,2026-05-19,CH_DIRECT,RACK,2,608.11,Checked-Out
BK_01116,2025-04-26,2025-06-06,CH_WHOLE,NET,3,550.4,Cancelled
BK_01117,2025-05-29,2025-07-15,CH_WHOLE,CORP,2,177.7,Checked-Out
BK_01118,2025-02-05,2025-05-01,CH_OTA_BKG,PROMO,2,624.29,Cancelled
BK_01119,2026-10-17,2027-01-15,CH_DIRECT,RACK,3,1332.36,Cancelled
BK_01120,2026-02-02,2026-02-04,CH_WHOLE,CORP,2,235.81,Confirmed
BK_01121,2025-11-01,2025-11-28,CH_OTA_EXP,NET,3,639.65,Checked-Out
BK_01122,2026-02-21,2026-02-26,CH_DIRECT,RACK,2,555.72,Cancelled
BK_01123,2025-12-07,2026-01-31,CH_OTA_BKG,PROMO,3,568.82,Confirmed
BK_01124,2025-12-27,2026-02-19,CH_DIRECT,NET,3,274.46,Confirmed
BK_01125,2026-10-19,2027-01-10,CH_OTA_EXP,NET,3,411.48,Cancelled
BK_01126,2025-07-24,2025-10-13,CH_DIRECT,CORP,3,343.61,Confirmed
BK_01127,2025-09-13,2025-11-19,CH_OTA_EXP,NET,2,539.25,Checked-Out
BK_01128,2025-05-17,2025-06-20,CH_OTA_EXP,CORP,2,326.88,Cancelled
BK_01129,2026-01-12,2026-02-05,CH_WHOLE,NET,3,522.85,Confirmed
BK_01130,2026-07-26,2026-10-17,CH_OTA_EXP,RACK,2,326.54,Checked-Out
BK_01131,2025-06-22,2025-06-29,CH_WHOLE,NET,3,567.8,Confirmed
BK_01132,2026-01-12,2026-02-03,CH_OTA_BKG,RACK,3,902.56,Cancelled
BK_01133,2026-11-21,2027-01-24,CH_OTA_BKG,PROMO,3,495.96,Cancelled
BK_01134,2025-10-22,2025-12-25,CH_WHOLE,PROMO,2,879.32,Checked-Out
BK_01135,2025-08-09,2025-09-15,CH_OTA_EXP,NET,1,251.58,Confirmed
BK_01136,2025-01-30,2025-03-09,CH_DIRECT,PROMO,3,808.23,Confirmed
BK_01137,2026-01-14,2026-03-30,CH_WHOLE,RACK,1,276.93,Cancelled
BK_01138,2026-12-11,2027-01-31,CH_OTA_EXP,NET,3,773.35,Checked-Out
BK_01139,2025-09-20,2025-09-30,CH_OTA_BKG,RACK,1,219.8,Confirmed
BK_01140,2026-04-28,2026-06-13,CH_OTA_BKG,RACK,2,583.82,Cancelled
BK_01141,2025-11-06,2025-12-27,CH_DIRECT,PROMO,3,291.82,Confirmed
BK_01142,2025-09-24,2025-10-16,CH_WHOLE,CORP,2,270.81,Cancelled
BK_01143,2026-12-29,2027-03-07,CH_WHOLE,PROMO,2,258.15,Confirmed
BK_01144,2025-05-11,2025-07-14,CH_DIRECT,CORP,2,397.66,Cancelled
BK_01145,2026-09-20,2026-10-24,CH_DIRECT,NET,1,212.53,Cancelled
BK_01146,2025-06-04,2025-08-15,CH_WHOLE,RACK,1,142.42,Confirmed
BK_01147,2025-07-07,2025-07-12,CH_WHOLE,CORP,1,376.5,Cancelled
BK_01148,2025-04-29,2025-07-02,CH_OTA_BKG,NET,2,990.61,Checked-Out
BK_01149,2026-05-12,2026-07-10,CH_WHOLE,RACK,3,1332.27,Confirmed
BK_01150,2025-12-24,2026-01-05,CH_OTA_EXP,CORP,1,430.68,Checked-Out
BK_01151,2026-06-05,2026-07-10,CH_OTA_EXP,RACK,3,1206.23,Confirmed
BK_01152,2026-03-03,2026-03-13,CH_OTA_EXP,NET,3,358.82,Cancelled
BK_01153,2025-01-27,2025-03-05,CH_OTA_BKG,NET,2,655.88,Confirmed
BK_01154,2025-11-28,2025-12-18,CH_OTA_BKG,RACK,2,857.79,Checked-Out
BK_01155,2026-05-07,2026-07-05,CH_DIRECT,RACK,2,974.61,Checked-Out
BK_01156,2026-09-30,2026-11-27,CH_DIRECT,PROMO,1,442.58,Checked-Out
BK_01157,2025-10-17,2025-11-28,CH_OTA_BKG,RACK,3,1439.39,Cancelled
BK_01158,2025-04-05,2025-05-27,CH_DIRECT,PROMO,1,485.32,Cancelled
BK_01159,2025-04-02,2025-04-05,CH_OTA_EXP,PROMO,2,814.77,Cancelled
BK_01160,2026-10-25,2027-01-17,CH_OTA_EXP,RACK,2,572.31,Cancelled
BK_01161,2025-11-14,2026-02-10,CH_OTA_EXP,CORP,3,361.1,Cancelled
BK_01162,2026-06-09,2026-07-05,CH_WHOLE,NET,2,560.21,Checked-Out
BK_01163,2026-09-07,2026-11-01,CH_OTA_BKG,NET,2,675.65,Cancelled
BK_01164,2026-10-08,2026-12-02,CH_OTA_BKG,RACK,3,670.6,Cancelled
BK_01165,2026-11-24,2026-12-23,CH_OTA_EXP,NET,3,1033.25,Checked-Out
BK_01166,2025-03-27,2025-05-04,CH_WHOLE,NET,1,461.03,Cancelled
BK_01167,2025-11-04,2025-11-24,CH_OTA_EXP,CORP,1,299.7,Cancelled
BK_01168,2026-08-06,2026-08-13,CH_OTA_BKG,RACK,3,375.62,Cancelled
BK_01169,2026-02-27,2026-03-12,CH_WHOLE,CORP,2,374.08,Confirmed
BK_01170,2026-05-31,2026-06-03,CH_OTA_BKG,NET,1,410.19,Cancelled
BK_01171,2025-02-16,2025-02-27,CH_WHOLE,CORP,2,653.26,Cancelled
BK_01172,2026-11-18,2027-01-15,CH_DIRECT,CORP,1,168.65,Confirmed
BK_01173,2026-09-11,2026-10-15,CH_OTA_BKG,NET,3,262.57,Cancelled
BK_01174,2025-04-30,2025-05-02,CH_OTA_EXP,NET,2,741.12,Checked-Out
BK_01175,2026-09-09,2026-11-11,CH_DIRECT,CORP,3,1088.99,Checked-Out
BK_01176,2026-11-23,2027-01-13,CH_DIRECT,RACK,1,136.75,Confirmed
BK_01177,2025-04-25,2025-04-28,CH_OTA_EXP,RACK,1,282.07,Confirmed
BK_01178,2026-10-28,2026-11-28,CH_WHOLE,PROMO,1,206.39,Cancelled
BK_01179,2025-06-01,2025-08-01,CH_WHOLE,RACK,1,149.76,Confirmed
BK_01180,2026-12-21,2027-02-16,CH_WHOLE,NET,1,441.11,Checked-Out
BK_01181,2025-09-06,2025-10-02,CH_DIRECT,NET,1,220.22,Confirmed
BK_01182,2026-10-08,2026-12-03,CH_WHOLE,NET,3,969.11,Checked-Out
BK_01183,2026-07-22,2026-08-29,CH_OTA_BKG,NET,2,568.32,Checked-Out
BK_01184,2026-09-19,2026-12-15,CH_WHOLE,PROMO,3,316.49,Confirmed
BK_01185,2026-03-09,2026-05-22,CH_DIRECT,RACK,2,910.02,Cancelled
BK_01186,2026-04-30,2026-05-15,CH_WHOLE,CORP,2,745.91,Confirmed
BK_01187,2025-06-15,2025-07-22,CH_OTA_EXP,NET,2,528.01,Checked-Out
BK_01188,2025-08-13,2025-10-28,CH_DIRECT,NET,1,450.93,Checked-Out
BK_01189,2026-12-30,2027-02-18,CH_WHOLE,CORP,2,831.79,Confirmed
BK_01190,2026-09-29,2026-10-26,CH_DIRECT,RACK,3,848.44,Confirmed
BK_01191,2025-07-24,2025-08-14,CH_WHOLE,RACK,2,952.17,Cancelled
BK_01192,2025-11-07,2025-12-08,CH_OTA_EXP,RACK,1,230.69,Cancelled
BK_01193,2026-01-01,2026-03-29,CH_OTA_EXP,PROMO,3,280.28,Confirmed
BK_01194,2025-12-12,2026-02-06,CH_OTA_BKG,PROMO,1,316.03,Cancelled
BK_01195,2025-09-22,2025-11-05,CH_DIRECT,RACK,3,577.04,Confirmed
BK_01196,2026-12-08,2027-02-12,CH_OTA_BKG,RACK,2,831.15,Confirmed
BK_01197,2025-04-19,2025-07-07,CH_OTA_BKG,RACK,3,372.82,Checked-Out
BK_01198,2025-05-01,2025-05-28,CH_DIRECT,PROMO,3,608.07,Cancelled
BK_01199,2026-06-03,2026-08-06,CH_OTA_BKG,PROMO,3,698.31,Confirmed
BK_01200,2025-05-06,2025-06-01,CH_WHOLE,NET,1,183.03,Cancelled
BK_01201,2025-12-16,2026-01-22,CH_OTA_EXP,RACK,2,472.85,Cancelled
BK_01202,2026-01-05,2026-03-27,CH_OTA_EXP,PROMO,3,771.37,Confirmed
BK_01203,2025-05-22,2025-07-16,CH_WHOLE,NET,2,959.55,Checked-Out
BK_01204,2026-11-30,2027-01-16,CH_OTA_BKG,NET,1,403.46,Checked-Out
BK_01205,2026-06-14,2026-06-23,CH_OTA_BKG,CORP,2,497.39,Confirmed
BK_01206,2026-03-21,2026-03-29,CH_WHOLE,RACK,3,1402.37,Confirmed
BK_01207,2026-08-12,2026-08-20,CH_DIRECT,NET,2,904.06,Checked-Out
BK_01208,2026-07-21,2026-08-29,CH_DIRECT,CORP,1,427.34,Checked-Out
BK_01209,2026-09-18,2026-10-07,CH_WHOLE,NET,3,498.47,Checked-Out
BK_01210,2026-10-02,2026-12-21,CH_WHOLE,CORP,3,749.68,Confirmed
BK_01211,2025-11-05,2025-11-16,CH_OTA_BKG,CORP,2,769.08,Checked-Out
BK_01212,2025-05-10,2025-07-16,CH_DIRECT,PROMO,1,294.9,Cancelled
BK_01213,2026-06-18,2026-08-01,CH_OTA_EXP,RACK,1,453.93,Checked-Out
BK_01214,2026-08-30,2026-10-03,CH_OTA_EXP,CORP,3,772.66,Checked-Out
BK_01215,2025-04-24,2025-05-02,CH_DIRECT,CORP,3,879.45,Confirmed
BK_01216,2025-02-18,2025-05-13,CH_OTA_BKG,NET,2,640.85,Confirmed
BK_01217,2026-04-10,2026-05-24,CH_OTA_EXP,PROMO,2,411.33,Checked-Out
BK_01218,2026-08-10,2026-11-05,CH_OTA_EXP,NET,3,1169.27,Confirmed
BK_01219,2025-12-02,2026-02-07,CH_OTA_EXP,CORP,2,242.31,Checked-Out
BK_01220,2026-03-12,2026-05-04,CH_OTA_BKG,RACK,1,258.45,Confirmed
BK_01221,2026-05-03,2026-05-31,CH_WHOLE,RACK,2,728.53,Cancelled
BK_01222,2026-08-26,2026-11-06,CH_WHOLE,CORP,3,868.52,Cancelled
BK_01223,2026-03-27,2026-06-24,CH_WHOLE,NET,1,140.63,Confirmed
BK_01224,2026-05-12,2026-07-10,CH_OTA_EXP,RACK,3,507.93,Cancelled
BK_01225,2025-02-03,2025-02-24,CH_DIRECT,RACK,3,1313.92,Confirmed
BK_01226,2025-05-04,2025-06-21,CH_DIRECT,RACK,3,433.16,Cancelled
BK_01227,2025-11-09,2025-12-27,CH_DIRECT,CORP,2,183.5,Confirmed
BK_01228,2025-05-26,2025-08-10,CH_WHOLE,RACK,2,906.81,Confirmed
BK_01229,2025-07-07,2025-09-08,CH_OTA_BKG,RACK,3,679.3,Confirmed
BK_01230,2026-03-04,2026-05-05,CH_DIRECT,NET,2,816.33,Cancelled
BK_01231,2026-09-13,2026-09-30,CH_OTA_EXP,NET,2,720.47,Confirmed
BK_01232,2025-11-30,2025-12-12,CH_WHOLE,NET,1,458.1,Cancelled
BK_01233,2026-07-08,2026-07-14,CH_WHOLE,CORP,3,351.55,Confirmed
BK_01234,2026-12-26,2026-12-30,CH_DIRECT,RACK,3,944.78,Confirmed
BK_01235,2026-09-26,2026-12-05,CH_OTA_BKG,PROMO,2,582.22,Confirmed
BK_01236,2025-05-04,2025-07-28,CH_OTA_EXP,RACK,2,820.88,Confirmed
BK_01237,2026-12-24,2027-03-09,CH_WHOLE,RACK,3,1004.64,Cancelled
BK_01238,2026-08-27,2026-09-02,CH_WHOLE,RACK,2,527.09,Cancelled
BK_01239,2025-01-25,2025-04-03,CH_DIRECT,NET,2,236.46,Confirmed
BK_01240,2026-07-09,2026-07-31,CH_DIRECT,PROMO,1,187.33,Confirmed
BK_01241,2025-06-07,2025-07-17,CH_WHOLE,PROMO,1,338.08,Cancelled
BK_01242,2025-07-05,2025-07-09,CH_OTA_BKG,CORP,2,242.95,Confirmed
BK_01243,2026-02-27,2026-04-10,CH_DIRECT,NET,1,101.79,Confirmed
BK_01244,2026-09-04,2026-11-19,CH_OTA_EXP,NET,3,1188.01,Cancelled
BK_01245,2025-04-28,2025-06-02,CH_OTA_BKG,CORP,2,624.62,Confirmed
BK_01246,2026-05-11,2026-05-15,CH_WHOLE,PROMO,1,193.05,Checked-Out
BK_01247,2026-11-23,2026-12-06,CH_OTA_EXP,PROMO,2,637.33,Cancelled
BK_01248,2025-03-27,2025-06-17,CH_OTA_EXP,PROMO,2,613.97,Confirmed
BK_01249,2025-09-09,2025-11-17,CH_WHOLE,NET,1,80.42,Cancelled
BK_01250,2026-09-28,2026-11-05,CH_OTA_EXP,RACK,1,472.07,Cancelled
BK_01251,2025-10-07,2025-12-23,CH_DIRECT,NET,2,867.65,Confirmed
BK_01252,2026-08-23,2026-10-28,CH_DIRECT,RACK,1,390.46,Checked-Out
BK_01253,2025-03-13,2025-04-21,CH_OTA_BKG,NET,3,394.95,Confirmed
BK_01254,2026-07-24,2026-08-29,CH_WHOLE,PROMO,3,876.07,Cancelled
BK_01255,2026-11-30,2027-01-13,CH_DIRECT,NET,2,366.58,Cancelled
BK_01256,2025-12-16,2026-01-12,CH_WHOLE,CORP,1,463.89,Confirmed
BK_01257,2026-10-24,2026-10-25,CH_WHOLE,RACK,1,362.54,Cancelled
BK_01258,2026-07-24,2026-10-22,CH_WHOLE,NET,3,342.25,Checked-Out
BK_01259,2026-10-29,2026-11-08,CH_OTA_BKG,NET,3,395.5,Cancelled
BK_01260,2026-09-08,2026-10-24,CH_WHOLE,PROMO,3,1479.58,Confirmed
BK_01261,2026-04-19,2026-06-06,CH_OTA_EXP,NET,1,173.04,Confirmed
BK_01262,2025-10-15,2026-01-11,CH_DIRECT,PROMO,1,422.84,Checked-Out
BK_01263,2025-11-07,2025-12-06,CH_OTA_EXP,NET,2,190.91,Cancelled
BK_01264,2026-12-22,2027-03-10,CH_OTA_EXP,RACK,1,493.39,Checked-Out
BK_01265,2026-02-10,2026-02-25,CH_DIRECT,NET,1,311.75,Checked-Out
BK_01266,2026-08-03,2026-10-29,CH_OTA_EXP,RACK,3,401.59,Confirmed
BK_01267,2025-05-11,2025-06-14,CH_OTA_EXP,CORP,1,436.02,Confirmed
BK_01268,2026-12-11,2027-03-08,CH_DIRECT,NET,1,473.91,Checked-Out
BK_01269,2026-11-21,2027-02-13,CH_OTA_BKG,CORP,2,869.25,Cancelled
BK_01270,2025-10-08,2025-10-24,CH_WHOLE,NET,2,594.5,Confirmed
BK_01271,2025-08-18,2025-08-25,CH_DIRECT,NET,3,805.57,Confirmed
BK_01272,2026-02-06,2026-03-03,CH_DIRECT,RACK,3,1257.67,Checked-Out
BK_01273,2025-08-20,2025-11-17,CH_WHOLE,RACK,1,162.69,Cancelled
BK_01274,2025-11-15,2025-11-24,CH_OTA_BKG,RACK,2,522.84,Confirmed
BK_01275,2026-08-30,2026-11-19,CH_DIRECT,CORP,1,125.29,Confirmed
BK_01276,2025-12-15,2025-12-22,CH_DIRECT,PROMO,1,405.81,Checked-Out
BK_01277,2026-03-26,2026-04-08,CH_WHOLE,RACK,1,489.3,Confirmed
BK_01278,2026-01-22,2026-03-04,CH_OTA_BKG,PROMO,1,466.03,Cancelled
BK_01279,2025-02-26,2025-04-06,CH_WHOLE,RACK,1,364.58,Checked-Out
BK_01280,2025-02-23,2025-04-02,CH_WHOLE,NET,1,339.27,Cancelled
BK_01281,2025-08-27,2025-11-12,CH_OTA_BKG,NET,2,549.94,Cancelled
BK_01282,2026-09-28,2026-12-17,CH_OTA_BKG,CORP,3,1421.36,Confirmed
BK_01283,2026-04-10,2026-06-16,CH_DIRECT,PROMO,1,123.13,Checked-Out
BK_01284,2025-03-11,2025-05-26,CH_OTA_EXP,PROMO,3,881.21,Cancelled
BK_01285,2026-03-08,2026-05-09,CH_WHOLE,PROMO,1,137.82,Confirmed
BK_01286,2025-03-03,2025-03-20,CH_DIRECT,NET,3,1449.27,Cancelled
BK_01287,2025-11-15,2026-01-29,CH_OTA_EXP,PROMO,2,419.29,Cancelled
BK_01288,2025-10-26,2025-12-13,CH_OTA_BKG,PROMO,1,179.7,Checked-Out
BK_01289,2025-02-25,2025-04-21,CH_DIRECT,PROMO,1,349.03,Confirmed
BK_01290,2025-03-12,2025-04-25,CH_OTA_EXP,NET,3,1111.72,Cancelled
BK_01291,2026-09-07,2026-12-05,CH_DIRECT,CORP,3,617.54,Cancelled
BK_01292,2025-06-16,2025-06-30,CH_WHOLE,RACK,2,344.3,Confirmed
BK_01293,2026-10-17,2026-11-15,CH_OTA_EXP,NET,3,508.55,Cancelled
BK_01294,2025-12-06,2026-01-24,CH_OTA_EXP,NET,1,426.96,Confirmed
BK_01295,2026-01-07,2026-01-09,CH_OTA_BKG,CORP,1,312.97,Confirmed
BK_01296,2025-10-25,2025-12-21,CH_OTA_EXP,CORP,1,489.63,Confirmed
BK_01297,2025-07-22,2025-08-28,CH_OTA_EXP,PROMO,2,763.82,Cancelled
BK_01298,2026-07-22,2026-08-23,CH_OTA_EXP,PROMO,1,153.95,Cancelled
BK_01299,2025-04-14,2025-04-17,CH_OTA_EXP,NET,3,1232.14,Confirmed
BK_01300,2025-12-13,2026-01-09,CH_DIRECT,NET,1,235.25,Cancelled
BK_01301,2026-11-08,2026-11-30,CH_WHOLE,RACK,1,140.66,Confirmed
BK_01302,2025-07-14,2025-08-08,CH_WHOLE,CORP,2,663.62,Checked-Out
BK_01303,2025-09-08,2025-09-14,CH_OTA_EXP,CORP,1,217.63,Confirmed
BK_01304,2026-10-07,2026-11-12,CH_OTA_EXP,NET,1,385.47,Cancelled
BK_01305,2026-11-11,2027-01-29,CH_OTA_BKG,PROMO,3,729.03,Checked-Out
BK_01306,2026-06-06,2026-07-24,CH_WHOLE,NET,1,215.17,Cancelled
BK_01307,2026-06-23,2026-09-20,CH_WHOLE,NET,2,385.4,Cancelled
BK_01308,2026-10-16,2026-12-30,CH_OTA_BKG,PROMO,1,455.85,Cancelled
BK_01309,2025-08-29,2025-10-19,CH_OTA_EXP,CORP,2,906.52,Checked-Out
BK_01310,2025-06-10,2025-07-28,CH_DIRECT,RACK,1,395.68,Cancelled
BK_01311,2026-04-01,2026-06-07,CH_DIRECT,PROMO,3,291.84,Checked-Out
BK_01312,2026-09-29,2026-11-12,CH_WHOLE,NET,2,523.3,Cancelled
BK_01313,2026-05-25,2026-07-05,CH_DIRECT,NET,1,155.42,Confirmed
BK_01314,2025-09-29,2025-12-21,CH_OTA_BKG,CORP,1,203.7,Checked-Out
BK_01315,2026-06-10,2026-08-19,CH_OTA_BKG,CORP,1,121.33,Confirmed
BK_01316,2026-01-04,2026-01-09,CH_OTA_EXP,CORP,1,363.55,Cancelled
BK_01317,2025-11-06,2026-02-02,CH_DIRECT,PROMO,3,1001.08,Confirmed
BK_01318,2026-07-11,2026-08-14,CH_OTA_BKG,CORP,2,850.74,Cancelled
BK_01319,2026-02-20,2026-05-06,CH_OTA_BKG,NET,3,885.94,Confirmed
BK_01320,2026-02-12,2026-03-14,CH_OTA_EXP,PROMO,2,356.33,Checked-Out
BK_01321,2026-07-20,2026-09-18,CH_WHOLE,CORP,1,211.49,Confirmed
BK_01322,2026-03-16,2026-06-14,CH_WHOLE,PROMO,2,537.98,Checked-Out
BK_01323,2025-01-31,2025-03-20,CH_OTA_EXP,PROMO,2,952.42,Confirmed
BK_01324,2026-05-27,2026-08-20,CH_DIRECT,CORP,1,256.04,Checked-Out
BK_01325,2026-02-18,2026-05-18,CH_DIRECT,CORP,3,269.28,Confirmed
BK_01326,2025-05-23,2025-06-12,CH_DIRECT,NET,2,331.53,Cancelled
BK_01327,2025-03-07,2025-05-15,CH_WHOLE,PROMO,2,251.26,Checked-Out
BK_01328,2026-04-08,2026-06-29,CH_DIRECT,RACK,1,123.81,Checked-Out
BK_01329,2025-07-01,2025-07-06,CH_WHOLE,RACK,1,163.58,Cancelled
