booking_id,booking_date,check_in_date,channel_id,rate_code_id,rooms_sold,gross_room_revenue,status,is_commissionable,default_commission_rate,commission_cost,net_room_revenue,OCC,Day Name,true_gross_room_revenue,true_commission_cost,true_net_room_revenue,ADR,net_ADR,net_RevPAR
BK_00707,8/8/2025,13/10/2025,CH_WHOLE,CORP,3,1013.67,Checked-Out,TRUE,0,0,1013.67,0.03,Monday,1013.67,0,1013.67,337.89,337.89,10.1367
BK_00708,25/12/2026,1/1/2027,CH_OTA_EXP,NET,3,246.67,Confirmed,FALSE,0.15,0,246.67,0.03,Friday,290.2,43.53,246.67,96.73333333,82.22333333,2.4667
BK_00710,23/3/2025,9/6/2025,CH_OTA_BKG,NET,2,675.73,Checked-Out,FALSE,0.18,0,675.73,0.02,Monday,824.0609756,148.3309756,675.73,412.0304878,337.865,6.7573
BK_00711,21/10/2025,6/1/2026,CH_OTA_BKG,PROMO,3,862.9,Confirmed,TRUE,0.18,155.322,707.578,0.03,Tuesday,862.9,155.322,707.578,287.6333333,235.8593333,7.07578
BK_00712,26/7/2025,19/10/2025,CH_DIRECT,PROMO,1,409.26,Checked-Out,TRUE,0,0,409.26,0.01,Sunday,409.26,0,409.26,409.26,409.26,4.0926
BK_00713,13/6/2026,11/9/2026,CH_OTA_EXP,PROMO,3,285.44,Confirmed,TRUE,0.15,42.816,242.624,0.03,Friday,285.44,42.816,242.624,95.14666667,80.87466667,2.42624
BK_00715,17/11/2026,7/1/2027,CH_WHOLE,PROMO,3,259.36,Checked-Out,TRUE,0,0,259.36,0.03,Thursday,259.36,0,259.36,86.45333333,86.45333333,2.5936
BK_00718,29/6/2025,21/8/2025,CH_OTA_BKG,RACK,3,610.76,Confirmed,TRUE,0.18,109.9368,500.8232,0.03,Thursday,610.76,109.9368,500.8232,203.5866667,166.9410667,5.008232
BK_00719,10/6/2026,13/7/2026,CH_DIRECT,NET,2,633.06,Confirmed,FALSE,0,0,633.06,0.02,Monday,633.06,0,633.06,316.53,316.53,6.3306
BK_00720,14/12/2025,11/2/2026,CH_WHOLE,RACK,2,257.67,Confirmed,TRUE,0,0,257.67,0.02,Wednesday,257.67,0,257.67,128.835,128.835,2.5767
BK_00723,21/11/2026,4/1/2027,CH_OTA_BKG,PROMO,2,423.65,Confirmed,TRUE,0.18,76.257,347.393,0.02,Monday,423.65,76.257,347.393,211.825,173.6965,3.47393
BK_00724,11/8/2026,15/9/2026,CH_OTA_EXP,PROMO,2,779.17,Confirmed,TRUE,0.15,116.8755,662.2945,0.02,Tuesday,779.17,116.8755,662.2945,389.585,331.14725,6.622945
BK_00725,5/9/2025,9/10/2025,CH_OTA_EXP,PROMO,1,430.68,Checked-Out,TRUE,0.15,64.602,366.078,0.01,Thursday,430.68,64.602,366.078,430.68,366.078,3.66078
BK_00726,31/12/2025,20/1/2026,CH_OTA_BKG,RACK,1,363.84,Checked-Out,TRUE,0.18,65.4912,298.3488,0.01,Tuesday,363.84,65.4912,298.3488,363.84,298.3488,2.983488
BK_00728,20/5/2026,2/8/2026,CH_DIRECT,NET,1,493.45,Checked-Out,FALSE,0,0,493.45,0.01,Sunday,493.45,0,493.45,493.45,493.45,4.9345
BK_00730,5/5/2026,14/7/2026,CH_OTA_BKG,CORP,2,882.74,Confirmed,TRUE,0.18,158.8932,723.8468,0.02,Tuesday,882.74,158.8932,723.8468,441.37,361.9234,7.238468
BK_00731,14/4/2026,30/4/2026,CH_WHOLE,CORP,3,250.61,Checked-Out,TRUE,0,0,250.61,0.03,Thursday,250.61,0,250.61,83.53666667,83.53666667,2.5061
BK_00733,11/7/2025,20/9/2025,CH_DIRECT,PROMO,2,555.93,Checked-Out,TRUE,0,0,555.93,0.02,Saturday,555.93,0,555.93,277.965,277.965,5.5593
BK_00734,18/12/2025,3/2/2026,CH_OTA_EXP,NET,2,336.85,Checked-Out,FALSE,0.15,0,336.85,0.02,Tuesday,396.2941176,59.44411765,336.85,198.1470588,168.425,3.3685
BK_00735,17/1/2026,5/3/2026,CH_WHOLE,CORP,2,311.11,Confirmed,TRUE,0,0,311.11,0.02,Thursday,311.11,0,311.11,155.555,155.555,3.1111
BK_00736,13/8/2026,9/11/2026,CH_OTA_EXP,RACK,3,580.14,Confirmed,TRUE,0.15,87.021,493.119,0.03,Monday,580.14,87.021,493.119,193.38,164.373,4.93119
BK_00737,23/7/2026,17/9/2026,CH_WHOLE,PROMO,1,416.02,Checked-Out,TRUE,0,0,416.02,0.01,Thursday,416.02,0,416.02,416.02,416.02,4.1602
BK_00738,3/6/2025,3/8/2025,CH_OTA_BKG,PROMO,2,579.66,Checked-Out,TRUE,0.18,104.3388,475.3212,0.02,Sunday,579.66,104.3388,475.3212,289.83,237.6606,4.753212
BK_00739,14/6/2026,22/8/2026,CH_DIRECT,NET,2,370.82,Checked-Out,FALSE,0,0,370.82,0.02,Saturday,370.82,0,370.82,185.41,185.41,3.7082
BK_00743,27/11/2026,13/2/2027,CH_OTA_EXP,PROMO,2,458.29,Checked-Out,TRUE,0.15,68.7435,389.5465,0.02,Saturday,458.29,68.7435,389.5465,229.145,194.77325,3.895465
BK_00745,9/10/2026,28/10/2026,CH_OTA_EXP,CORP,2,690.27,Checked-Out,TRUE,0.15,103.5405,586.7295,0.02,Wednesday,690.27,103.5405,586.7295,345.135,293.36475,5.867295
BK_00748,25/8/2026,31/10/2026,CH_WHOLE,NET,1,157.23,Confirmed,FALSE,0,0,157.23,0.01,Saturday,157.23,0,157.23,157.23,157.23,1.5723
BK_00749,9/5/2025,9/6/2025,CH_DIRECT,RACK,1,150.1,Confirmed,TRUE,0,0,150.1,0.01,Monday,150.1,0,150.1,150.1,150.1,1.501
BK_00750,8/4/2025,17/4/2025,CH_WHOLE,RACK,1,403.79,Checked-Out,TRUE,0,0,403.79,0.01,Thursday,403.79,0,403.79,403.79,403.79,4.0379
BK_00752,13/11/2025,13/12/2025,CH_OTA_EXP,CORP,2,686.24,Confirmed,TRUE,0.15,102.936,583.304,0.02,Saturday,686.24,102.936,583.304,343.12,291.652,5.83304
BK_00754,3/5/2026,2/7/2026,CH_DIRECT,NET,1,487.21,Checked-Out,FALSE,0,0,487.21,0.01,Thursday,487.21,0,487.21,487.21,487.21,4.8721
BK_00755,7/7/2026,30/7/2026,CH_WHOLE,NET,3,1046.13,Checked-Out,FALSE,0,0,1046.13,0.03,Thursday,1046.13,0,1046.13,348.71,348.71,10.4613
BK_00757,27/2/2026,2/4/2026,CH_OTA_EXP,CORP,1,80.04,Confirmed,TRUE,0.15,12.006,68.034,0.01,Thursday,80.04,12.006,68.034,80.04,68.034,0.68034
BK_00759,3/11/2025,5/11/2025,CH_WHOLE,CORP,3,531.33,Confirmed,TRUE,0,0,531.33,0.03,Wednesday,531.33,0,531.33,177.11,177.11,5.3133
BK_00760,16/7/2026,2/9/2026,CH_OTA_EXP,NET,3,790.75,Confirmed,FALSE,0.15,0,790.75,0.03,Wednesday,930.2941176,139.5441176,790.75,310.0980392,263.5833333,7.9075
BK_00763,27/2/2026,24/3/2026,CH_OTA_BKG,PROMO,1,201.63,Checked-Out,TRUE,0.18,36.2934,165.3366,0.01,Tuesday,201.63,36.2934,165.3366,201.63,165.3366,1.653366
BK_00764,12/4/2026,1/7/2026,CH_WHOLE,CORP,3,1024.67,Confirmed,TRUE,0,0,1024.67,0.03,Wednesday,1024.67,0,1024.67,341.5566667,341.5566667,10.2467
BK_00765,25/11/2025,28/11/2025,CH_OTA_EXP,RACK,3,267.88,Confirmed,TRUE,0.15,40.182,227.698,0.03,Friday,267.88,40.182,227.698,89.29333333,75.89933333,2.27698
BK_00766,16/10/2025,20/11/2025,CH_OTA_EXP,NET,3,250.34,Confirmed,FALSE,0.15,0,250.34,0.03,Thursday,294.5176471,44.17764706,250.34,98.17254902,83.44666667,2.5034
BK_00768,16/1/2026,17/3/2026,CH_OTA_BKG,CORP,1,434.29,Confirmed,TRUE,0.18,78.1722,356.1178,0.01,Tuesday,434.29,78.1722,356.1178,434.29,356.1178,3.561178
BK_00769,27/2/2025,3/4/2025,CH_WHOLE,RACK,3,832.38,Confirmed,TRUE,0,0,832.38,0.03,Thursday,832.38,0,832.38,277.46,277.46,8.3238
BK_00771,11/9/2025,16/9/2025,CH_OTA_EXP,NET,3,1211.45,Checked-Out,FALSE,0.15,0,1211.45,0.03,Tuesday,1425.235294,213.7852941,1211.45,475.0784314,403.8166667,12.1145
BK_00775,29/11/2025,1/12/2025,CH_OTA_EXP,CORP,3,390.76,Confirmed,TRUE,0.15,58.614,332.146,0.03,Monday,390.76,58.614,332.146,130.2533333,110.7153333,3.32146
BK_00776,10/1/2025,16/1/2025,CH_WHOLE,PROMO,2,807.47,Confirmed,TRUE,0,0,807.47,0.02,Thursday,807.47,0,807.47,403.735,403.735,8.0747
BK_00778,23/10/2026,12/11/2026,CH_OTA_BKG,PROMO,2,355.45,Checked-Out,TRUE,0.18,63.981,291.469,0.02,Thursday,355.45,63.981,291.469,177.725,145.7345,2.91469
BK_00783,30/10/2025,3/12/2025,CH_DIRECT,NET,1,405.89,Checked-Out,FALSE,0,0,405.89,0.01,Wednesday,405.89,0,405.89,405.89,405.89,4.0589
BK_00784,24/1/2026,17/2/2026,CH_OTA_BKG,CORP,3,540.87,Checked-Out,TRUE,0.18,97.3566,443.5134,0.03,Tuesday,540.87,97.3566,443.5134,180.29,147.8378,4.435134
BK_00785,6/3/2025,30/5/2025,CH_WHOLE,PROMO,3,1100.86,Checked-Out,TRUE,0,0,1100.86,0.03,Friday,1100.86,0,1100.86,366.9533333,366.9533333,11.0086
BK_00786,7/6/2025,25/8/2025,CH_DIRECT,CORP,2,698.36,Confirmed,TRUE,0,0,698.36,0.02,Monday,698.36,0,698.36,349.18,349.18,6.9836
BK_00787,9/4/2025,15/6/2025,CH_OTA_BKG,RACK,1,155.03,Confirmed,TRUE,0.18,27.9054,127.1246,0.01,Sunday,155.03,27.9054,127.1246,155.03,127.1246,1.271246
BK_00788,26/7/2025,9/8/2025,CH_WHOLE,PROMO,1,93.36,Checked-Out,TRUE,0,0,93.36,0.01,Saturday,93.36,0,93.36,93.36,93.36,0.9336
BK_00789,2/2/2026,28/4/2026,CH_WHOLE,CORP,1,233.87,Checked-Out,TRUE,0,0,233.87,0.01,Tuesday,233.87,0,233.87,233.87,233.87,2.3387
BK_00790,14/3/2025,16/3/2025,CH_OTA_EXP,NET,1,276.58,Checked-Out,FALSE,0.15,0,276.58,0.01,Sunday,325.3882353,48.80823529,276.58,325.3882353,276.58,2.7658
BK_00791,4/3/2025,20/4/2025,CH_WHOLE,CORP,3,313.46,Checked-Out,TRUE,0,0,313.46,0.03,Sunday,313.46,0,313.46,104.4866667,104.4866667,3.1346
BK_00792,30/9/2025,7/12/2025,CH_OTA_BKG,RACK,2,225.47,Confirmed,TRUE,0.18,40.5846,184.8854,0.02,Sunday,225.47,40.5846,184.8854,112.735,92.4427,1.848854
BK_00793,16/6/2026,29/6/2026,CH_OTA_BKG,PROMO,3,725.52,Confirmed,TRUE,0.18,130.5936,594.9264,0.03,Monday,725.52,130.5936,594.9264,241.84,198.3088,5.949264
BK_00795,19/4/2025,10/7/2025,CH_DIRECT,NET,3,1078.21,Confirmed,FALSE,0,0,1078.21,0.03,Thursday,1078.21,0,1078.21,359.4033333,359.4033333,10.7821
BK_00796,20/6/2025,14/7/2025,CH_WHOLE,CORP,3,439.3,Checked-Out,TRUE,0,0,439.3,0.03,Monday,439.3,0,439.3,146.4333333,146.4333333,4.393
BK_00797,30/3/2026,15/5/2026,CH_DIRECT,CORP,2,506.37,Checked-Out,TRUE,0,0,506.37,0.02,Friday,506.37,0,506.37,253.185,253.185,5.0637
BK_00798,17/3/2026,28/4/2026,CH_OTA_EXP,PROMO,2,803.19,Checked-Out,TRUE,0.15,120.4785,682.7115,0.02,Tuesday,803.19,120.4785,682.7115,401.595,341.35575,6.827115
BK_00799,18/9/2025,4/11/2025,CH_WHOLE,NET,2,160.16,Confirmed,FALSE,0,0,160.16,0.02,Tuesday,160.16,0,160.16,80.08,80.08,1.6016
BK_00800,19/10/2025,4/1/2026,CH_OTA_BKG,PROMO,2,165.52,Confirmed,TRUE,0.18,29.7936,135.7264,0.02,Sunday,165.52,29.7936,135.7264,82.76,67.8632,1.357264
BK_00801,8/8/2025,18/9/2025,CH_OTA_BKG,CORP,3,884.2,Checked-Out,TRUE,0.18,159.156,725.044,0.03,Thursday,884.2,159.156,725.044,294.7333333,241.6813333,7.25044
BK_00802,9/8/2026,29/8/2026,CH_OTA_BKG,RACK,2,458.75,Confirmed,TRUE,0.18,82.575,376.175,0.02,Saturday,458.75,82.575,376.175,229.375,188.0875,3.76175
BK_00803,29/9/2025,15/11/2025,CH_OTA_EXP,PROMO,2,841.3,Confirmed,TRUE,0.15,126.195,715.105,0.02,Saturday,841.3,126.195,715.105,420.65,357.5525,7.15105
BK_00805,27/6/2025,29/8/2025,CH_OTA_BKG,CORP,1,386.93,Checked-Out,TRUE,0.18,69.6474,317.2826,0.01,Friday,386.93,69.6474,317.2826,386.93,317.2826,3.172826
BK_00811,1/6/2025,18/6/2025,CH_DIRECT,RACK,2,640.01,Confirmed,TRUE,0,0,640.01,0.02,Wednesday,640.01,0,640.01,320.005,320.005,6.4001
BK_00812,16/7/2026,6/9/2026,CH_DIRECT,RACK,2,581.53,Checked-Out,TRUE,0,0,581.53,0.02,Sunday,581.53,0,581.53,290.765,290.765,5.8153
BK_00813,14/5/2025,1/6/2025,CH_WHOLE,PROMO,2,492.07,Checked-Out,TRUE,0,0,492.07,0.02,Sunday,492.07,0,492.07,246.035,246.035,4.9207
BK_00817,23/6/2025,7/8/2025,CH_WHOLE,PROMO,2,197.7,Confirmed,TRUE,0,0,197.7,0.02,Thursday,197.7,0,197.7,98.85,98.85,1.977
BK_00818,24/7/2025,20/10/2025,CH_DIRECT,PROMO,3,1314.48,Confirmed,TRUE,0,0,1314.48,0.03,Monday,1314.48,0,1314.48,438.16,438.16,13.1448
BK_00819,25/2/2025,29/3/2025,CH_OTA_EXP,CORP,1,224.17,Confirmed,TRUE,0.15,33.6255,190.5445,0.01,Saturday,224.17,33.6255,190.5445,224.17,190.5445,1.905445
BK_00820,9/11/2025,6/1/2026,CH_WHOLE,RACK,2,335.57,Checked-Out,TRUE,0,0,335.57,0.02,Tuesday,335.57,0,335.57,167.785,167.785,3.3557
BK_00821,5/8/2025,1/9/2025,CH_DIRECT,NET,3,1159.7,Confirmed,FALSE,0,0,1159.7,0.03,Monday,1159.7,0,1159.7,386.5666667,386.5666667,11.597
BK_00822,13/12/2026,13/3/2027,CH_OTA_BKG,NET,3,1381.61,Checked-Out,FALSE,0.18,0,1381.61,0.03,Saturday,1684.890244,303.2802439,1381.61,561.6300813,460.5366667,13.8161
BK_00823,14/2/2025,19/3/2025,CH_OTA_EXP,RACK,2,328.58,Checked-Out,TRUE,0.15,49.287,279.293,0.02,Wednesday,328.58,49.287,279.293,164.29,139.6465,2.79293
BK_00824,25/9/2026,30/10/2026,CH_OTA_BKG,NET,3,1430.92,Confirmed,FALSE,0.18,0,1430.92,0.03,Friday,1745.02439,314.1043902,1430.92,581.6747967,476.9733333,14.3092
BK_00825,2/2/2026,28/4/2026,CH_DIRECT,CORP,1,88.01,Checked-Out,TRUE,0,0,88.01,0.01,Tuesday,88.01,0,88.01,88.01,88.01,0.8801
BK_00826,31/1/2026,2/3/2026,CH_WHOLE,RACK,2,567.12,Checked-Out,TRUE,0,0,567.12,0.02,Monday,567.12,0,567.12,283.56,283.56,5.6712
BK_00827,29/6/2026,11/7/2026,CH_OTA_EXP,PROMO,3,1458.16,Checked-Out,TRUE,0.15,218.724,1239.436,0.03,Saturday,1458.16,218.724,1239.436,486.0533333,413.1453333,12.39436
BK_00829,7/2/2026,28/2/2026,CH_OTA_BKG,CORP,3,683.41,Checked-Out,TRUE,0.18,123.0138,560.3962,0.03,Saturday,683.41,123.0138,560.3962,227.8033333,186.7987333,5.603962
BK_00832,4/11/2026,22/11/2026,CH_OTA_BKG,NET,3,1450.36,Checked-Out,FALSE,0.18,0,1450.36,0.03,Sunday,1768.731707,318.3717073,1450.36,589.5772358,483.4533333,14.5036
BK_00834,16/11/2025,2/2/2026,CH_DIRECT,NET,3,406.03,Checked-Out,FALSE,0,0,406.03,0.03,Monday,406.03,0,406.03,135.3433333,135.3433333,4.0603
BK_00835,22/5/2025,5/8/2025,CH_OTA_EXP,PROMO,2,738.37,Checked-Out,TRUE,0.15,110.7555,627.6145,0.02,Tuesday,738.37,110.7555,627.6145,369.185,313.80725,6.276145
BK_00836,19/5/2025,14/7/2025,CH_OTA_EXP,PROMO,2,216.96,Checked-Out,TRUE,0.15,32.544,184.416,0.02,Monday,216.96,32.544,184.416,108.48,92.208,1.84416
BK_00838,28/2/2026,22/4/2026,CH_DIRECT,NET,3,1416.55,Checked-Out,FALSE,0,0,1416.55,0.03,Wednesday,1416.55,0,1416.55,472.1833333,472.1833333,14.1655
BK_00839,8/10/2025,28/10/2025,CH_OTA_EXP,RACK,1,157.59,Checked-Out,TRUE,0.15,23.6385,133.9515,0.01,Tuesday,157.59,23.6385,133.9515,157.59,133.9515,1.339515
BK_00842,31/12/2026,25/3/2027,CH_DIRECT,PROMO,2,572.81,Confirmed,TRUE,0,0,572.81,0.02,Thursday,572.81,0,572.81,286.405,286.405,5.7281
BK_00843,17/6/2025,12/7/2025,CH_OTA_EXP,RACK,2,802.21,Confirmed,TRUE,0.15,120.3315,681.8785,0.02,Saturday,802.21,120.3315,681.8785,401.105,340.93925,6.818785
BK_00845,24/9/2026,26/11/2026,CH_DIRECT,NET,1,259.57,Confirmed,FALSE,0,0,259.57,0.01,Thursday,259.57,0,259.57,259.57,259.57,2.5957
BK_00846,15/9/2026,3/11/2026,CH_DIRECT,NET,3,1423.32,Checked-Out,FALSE,0,0,1423.32,0.03,Tuesday,1423.32,0,1423.32,474.44,474.44,14.2332
BK_00847,1/9/2026,9/11/2026,CH_OTA_BKG,RACK,2,543.8,Confirmed,TRUE,0.18,97.884,445.916,0.02,Monday,543.8,97.884,445.916,271.9,222.958,4.45916
BK_00848,9/9/2025,15/11/2025,CH_WHOLE,RACK,3,728.12,Checked-Out,TRUE,0,0,728.12,0.03,Saturday,728.12,0,728.12,242.7066667,242.7066667,7.2812
BK_00850,18/4/2026,10/5/2026,CH_WHOLE,CORP,3,1397.98,Checked-Out,TRUE,0,0,1397.98,0.03,Sunday,1397.98,0,1397.98,465.9933333,465.9933333,13.9798
BK_00851,14/6/2026,3/7/2026,CH_WHOLE,NET,1,383.51,Confirmed,FALSE,0,0,383.51,0.01,Friday,383.51,0,383.51,383.51,383.51,3.8351
BK_00852,4/7/2025,17/9/2025,CH_OTA_EXP,NET,2,431.71,Confirmed,FALSE,0.15,0,431.71,0.02,Wednesday,507.8941176,76.18411765,431.71,253.9470588,215.855,4.3171
BK_00853,3/7/2025,31/8/2025,CH_OTA_EXP,NET,1,185.03,Checked-Out,FALSE,0.15,0,185.03,0.01,Sunday,217.6823529,32.65235294,185.03,217.6823529,185.03,1.8503
BK_00854,27/10/2026,17/11/2026,CH_OTA_BKG,RACK,1,376.62,Checked-Out,TRUE,0.18,67.7916,308.8284,0.01,Tuesday,376.62,67.7916,308.8284,376.62,308.8284,3.088284
BK_00855,7/1/2026,18/1/2026,CH_WHOLE,PROMO,2,622.29,Confirmed,TRUE,0,0,622.29,0.02,Sunday,622.29,0,622.29,311.145,311.145,6.2229
BK_00856,24/6/2025,6/8/2025,CH_OTA_EXP,PROMO,1,155.12,Checked-Out,TRUE,0.15,23.268,131.852,0.01,Wednesday,155.12,23.268,131.852,155.12,131.852,1.31852
BK_00858,23/10/2025,12/1/2026,CH_OTA_EXP,RACK,1,483.38,Confirmed,TRUE,0.15,72.507,410.873,0.01,Monday,483.38,72.507,410.873,483.38,410.873,4.10873
BK_00859,30/9/2026,2/11/2026,CH_OTA_BKG,NET,2,878.55,Checked-Out,FALSE,0.18,0,878.55,0.02,Monday,1071.402439,192.852439,878.55,535.7012195,439.275,8.7855
BK_00861,10/4/2026,2/6/2026,CH_WHOLE,RACK,3,996.13,Confirmed,TRUE,0,0,996.13,0.03,Tuesday,996.13,0,996.13,332.0433333,332.0433333,9.9613
BK_00862,15/7/2026,20/8/2026,CH_OTA_EXP,RACK,1,142.27,Checked-Out,TRUE,0.15,21.3405,120.9295,0.01,Thursday,142.27,21.3405,120.9295,142.27,120.9295,1.209295
BK_00863,24/12/2025,29/12/2025,CH_OTA_EXP,RACK,3,968.4,Checked-Out,TRUE,0.15,145.26,823.14,0.03,Monday,968.4,145.26,823.14,322.8,274.38,8.2314
BK_00864,2/11/2025,15/12/2025,CH_OTA_BKG,RACK,1,255.12,Confirmed,TRUE,0.18,45.9216,209.1984,0.01,Monday,255.12,45.9216,209.1984,255.12,209.1984,2.091984
BK_00866,6/2/2025,18/2/2025,CH_DIRECT,CORP,2,913.93,Confirmed,TRUE,0,0,913.93,0.02,Tuesday,913.93,0,913.93,456.965,456.965,9.1393
BK_00867,14/3/2026,24/5/2026,CH_OTA_BKG,CORP,2,273.02,Checked-Out,TRUE,0.18,49.1436,223.8764,0.02,Sunday,273.02,49.1436,223.8764,136.51,111.9382,2.238764
BK_00868,9/10/2025,21/11/2025,CH_WHOLE,PROMO,3,503.4,Confirmed,TRUE,0,0,503.4,0.03,Friday,503.4,0,503.4,167.8,167.8,5.034
BK_00869,22/4/2025,5/7/2025,CH_OTA_BKG,NET,3,1107.7,Checked-Out,FALSE,0.18,0,1107.7,0.03,Saturday,1350.853659,243.1536585,1107.7,450.2845528,369.2333333,11.077
BK_00870,22/10/2025,16/12/2025,CH_DIRECT,CORP,3,964.68,Checked-Out,TRUE,0,0,964.68,0.03,Tuesday,964.68,0,964.68,321.56,321.56,9.6468
BK_00871,29/12/2025,15/1/2026,CH_WHOLE,NET,2,838.7,Checked-Out,FALSE,0,0,838.7,0.02,Thursday,838.7,0,838.7,419.35,419.35,8.387
BK_00872,27/8/2025,4/10/2025,CH_OTA_EXP,RACK,1,90.07,Checked-Out,TRUE,0.15,13.5105,76.5595,0.01,Saturday,90.07,13.5105,76.5595,90.07,76.5595,0.765595
BK_00873,1/5/2025,28/5/2025,CH_WHOLE,NET,1,220.19,Checked-Out,FALSE,0,0,220.19,0.01,Wednesday,220.19,0,220.19,220.19,220.19,2.2019
BK_00874,15/10/2026,12/11/2026,CH_OTA_BKG,PROMO,3,594.85,Confirmed,TRUE,0.18,107.073,487.777,0.03,Thursday,594.85,107.073,487.777,198.2833333,162.5923333,4.87777
BK_00877,20/11/2026,21/1/2027,CH_WHOLE,RACK,3,411.05,Confirmed,TRUE,0,0,411.05,0.03,Thursday,411.05,0,411.05,137.0166667,137.0166667,4.1105
BK_00878,5/10/2026,3/12/2026,CH_DIRECT,NET,2,939.34,Confirmed,FALSE,0,0,939.34,0.02,Thursday,939.34,0,939.34,469.67,469.67,9.3934
BK_00882,24/12/2026,3/2/2027,CH_OTA_BKG,CORP,2,232.91,Confirmed,TRUE,0.18,41.9238,190.9862,0.02,Wednesday,232.91,41.9238,190.9862,116.455,95.4931,1.909862
BK_00883,16/1/2026,15/3/2026,CH_DIRECT,PROMO,3,620.92,Confirmed,TRUE,0,0,620.92,0.03,Sunday,620.92,0,620.92,206.9733333,206.9733333,6.2092
BK_00885,28/5/2026,17/6/2026,CH_OTA_EXP,CORP,2,775.25,Checked-Out,TRUE,0.15,116.2875,658.9625,0.02,Wednesday,775.25,116.2875,658.9625,387.625,329.48125,6.589625
BK_00886,14/11/2025,26/12/2025,CH_OTA_EXP,RACK,3,1092.66,Confirmed,TRUE,0.15,163.899,928.761,0.03,Friday,1092.66,163.899,928.761,364.22,309.587,9.28761
BK_00887,30/7/2025,4/8/2025,CH_WHOLE,NET,3,1329.66,Confirmed,FALSE,0,0,1329.66,0.03,Monday,1329.66,0,1329.66,443.22,443.22,13.2966
BK_00888,5/1/2025,14/2/2025,CH_OTA_BKG,RACK,2,552.18,Confirmed,TRUE,0.18,99.3924,452.7876,0.02,Friday,552.18,99.3924,452.7876,276.09,226.3938,4.527876
BK_00889,16/4/2025,22/6/2025,CH_DIRECT,RACK,3,1195.7,Checked-Out,TRUE,0,0,1195.7,0.03,Sunday,1195.7,0,1195.7,398.5666667,398.5666667,11.957
BK_00891,28/3/2026,22/6/2026,CH_OTA_BKG,CORP,1,146.15,Confirmed,TRUE,0.18,26.307,119.843,0.01,Monday,146.15,26.307,119.843,146.15,119.843,1.19843
BK_00893,5/10/2025,24/10/2025,CH_DIRECT,PROMO,1,109.92,Checked-Out,TRUE,0,0,109.92,0.01,Friday,109.92,0,109.92,109.92,109.92,1.0992
BK_00894,13/12/2025,21/2/2026,CH_WHOLE,RACK,1,92.18,Checked-Out,TRUE,0,0,92.18,0.01,Saturday,92.18,0,92.18,92.18,92.18,0.9218
BK_00895,21/2/2025,7/3/2025,CH_WHOLE,RACK,1,259.12,Confirmed,TRUE,0,0,259.12,0.01,Friday,259.12,0,259.12,259.12,259.12,2.5912
BK_00896,23/12/2026,10/3/2027,CH_WHOLE,CORP,2,439.16,Confirmed,TRUE,0,0,439.16,0.02,Wednesday,439.16,0,439.16,219.58,219.58,4.3916
BK_00897,18/11/2026,26/1/2027,CH_OTA_BKG,NET,3,406.06,Checked-Out,FALSE,0.18,0,406.06,0.03,Tuesday,495.195122,89.13512195,406.06,165.0650407,135.3533333,4.0606
BK_00900,6/2/2026,2/3/2026,CH_DIRECT,CORP,2,569.51,Confirmed,TRUE,0,0,569.51,0.02,Monday,569.51,0,569.51,284.755,284.755,5.6951
BK_00902,23/12/2025,11/3/2026,CH_OTA_EXP,RACK,2,846.74,Confirmed,TRUE,0.15,127.011,719.729,0.02,Wednesday,846.74,127.011,719.729,423.37,359.8645,7.19729
BK_00903,30/11/2025,10/2/2026,CH_OTA_BKG,CORP,3,820.83,Checked-Out,TRUE,0.18,147.7494,673.0806,0.03,Tuesday,820.83,147.7494,673.0806,273.61,224.3602,6.730806
BK_00905,2/8/2025,30/10/2025,CH_WHOLE,NET,3,1232.03,Checked-Out,FALSE,0,0,1232.03,0.03,Thursday,1232.03,0,1232.03,410.6766667,410.6766667,12.3203
BK_00906,12/12/2026,12/1/2027,CH_OTA_EXP,RACK,3,1412.89,Checked-Out,TRUE,0.15,211.9335,1200.9565,0.03,Tuesday,1412.89,211.9335,1200.9565,470.9633333,400.3188333,12.009565
BK_00908,30/6/2025,9/8/2025,CH_WHOLE,RACK,3,377.02,Checked-Out,TRUE,0,0,377.02,0.03,Saturday,377.02,0,377.02,125.6733333,125.6733333,3.7702
BK_00909,24/1/2026,7/3/2026,CH_WHOLE,RACK,1,171.4,Confirmed,TRUE,0,0,171.4,0.01,Saturday,171.4,0,171.4,171.4,171.4,1.714
BK_00910,18/8/2026,8/11/2026,CH_OTA_BKG,PROMO,3,428.01,Checked-Out,TRUE,0.18,77.0418,350.9682,0.03,Sunday,428.01,77.0418,350.9682,142.67,116.9894,3.509682
BK_00913,2/4/2025,16/6/2025,CH_OTA_BKG,NET,1,438.05,Confirmed,FALSE,0.18,0,438.05,0.01,Monday,534.2073171,96.15731707,438.05,534.2073171,438.05,4.3805
BK_00916,3/10/2026,13/11/2026,CH_WHOLE,NET,2,525.56,Confirmed,FALSE,0,0,525.56,0.02,Friday,525.56,0,525.56,262.78,262.78,5.2556
BK_00918,4/3/2026,24/3/2026,CH_DIRECT,PROMO,1,84.87,Checked-Out,TRUE,0,0,84.87,0.01,Tuesday,84.87,0,84.87,84.87,84.87,0.8487
BK_00919,17/1/2025,5/2/2025,CH_WHOLE,NET,1,115.56,Checked-Out,FALSE,0,0,115.56,0.01,Wednesday,115.56,0,115.56,115.56,115.56,1.1556
